"Event H-ID","Start page event","End page event","Page Event Number",Line,"Narrative Status",Conflict,Harmony,Partition,"Characters(s) in Event H-ID","Characters(s) in Event RecordTitle","Location of Event (Text place) H-ID","Location of Event RecordTitle","Text pointer H-ID","Text pointer RecordTitle","Character(s) mentioned H-ID","Character(s) mentioned RecordTitle"
4514,128,128,4,"‘Oh, please take me to Purqazi,’",Told,,,,4484,"Hussain, Zeenat in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4517,129,129,2,"For three months his mother had suffered from bloody dysentery,",Remembered,,,,4494,"Baqir's Mother, Unknown in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4518,129,129,1,"She would spread her dupatta and beseech God.",Remembered,,,TRUE,4494,"Baqir's Mother, Unknown in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4519,129,129,3,"Zeenat had served her sick mother-in-law tirelessly.",Remembered,,,TRUE,4484|4494,"Hussain, Zeenat in Ek Onkar Satnam - 1935|Baqir's Mother, Unknown in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4520,130,130,2,"Zeenat took to her bed soon after her mother-in-law’s",Remembered,,,,4494|4484,"Baqir's Mother, Unknown in Ek Onkar Satnam - 1935|Hussain, Zeenat in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4521,129,130,4,"For that year and a half, she had grieved for Purqazi and for her three-year-old grandson Asad",Remembered,,,TRUE,4491|4494,"Asad, unknown in Ek Onkar Satnam - 1935|Baqir's Mother, Unknown in Ek Onkar Satnam - 1935",4523,"Refugee caravan in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4522,130,131,3,"Baqir Hussain recalled how Zeenat used to be",Remembered,,,TRUE,4483,"Hussain, Baqir in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",4484,"Hussain, Zeenat in Ek Onkar Satnam - 1935"
4540,85,85,1,"I duly reported at the house",Remembered,,,FALSE,4206,"Azad, Mohammad Hanif in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",4207,"Jinnah, Muhammad Ali in Jinnah Sahib"
4541,85,85,2,"The only car I had driven",Remembered,,,FALSE,4206,"Azad, Mohammad Hanif in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",4215,"Irani, Ardeshir in Jinnah Sahib"
4542,85,85,3,"I was informed six months ater I had joined that",Remembered,,,FALSE,4206,"Azad, Mohammad Hanif in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4543,85,86,4,"So Manto sahib, I had to start the car",Remembered,,,FALSE,4206|4224|4207,"Azad, Mohammad Hanif in Jinnah Sahib|Wife of Jinnah, Unknown in Jinnah Sahib|Jinnah, Muhammad Ali in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4544,80,80,1,"I was keen to know if it was",,,,FALSE,4548,"Manto, Saadat Hasan in Jinnah Sahib",4549,"Lahore in Jinnah Sahib",4204,"Jinnah Sahib",4206,"Azad, Mohammad Hanif in Jinnah Sahib"
4547,86,86,1,"There were other drivers that were used",Remembered,,,FALSE,4206|4220,"Azad, Mohammad Hanif in Jinnah Sahib|Syed, Matloob Hussain Syed in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",4207,"Jinnah, Muhammad Ali in Jinnah Sahib"
4550,80,81,2,"I recall clearly when Muhammad Ali Jinnah came",Narrated,,,,4206,"Azad, Mohammad Hanif in Jinnah Sahib",4553,"Delhi in Jinnah Sahib",4204,"Jinnah Sahib",4207|4212|4208,"Jinnah, Muhammad Ali in Jinnah Sahib|Qureshi, Anwar in Jinnah Sahib|Ghalib, Mirza in Jinnah Sahib"
4551,86,86,2,"He well knew that Azad had been feasting for the last six months",Remembered,,,FALSE,4206|4207,"Azad, Mohammad Hanif in Jinnah Sahib|Jinnah, Muhammad Ali in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4552,87,87,1,"Everyday, four to five chickens were prepared in the kitchen",Remembered,,,FALSE,4207|4222,"Jinnah, Muhammad Ali in Jinnah Sahib|Servants, Unknown in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4554,81,81,1,"It was during this procession, I think,",Narrated,,,,4206,"Azad, Mohammad Hanif in Jinnah Sahib",4553,"Delhi in Jinnah Sahib",4204,"Jinnah Sahib",4207,"Jinnah, Muhammad Ali in Jinnah Sahib"
4556,81,81,2,"My response to that procession was deeply emotional.",Narrated,,,,4206,"Azad, Mohammad Hanif in Jinnah Sahib",4553,"Delhi in Jinnah Sahib",4204,"Jinnah Sahib",4207,"Jinnah, Muhammad Ali in Jinnah Sahib"
4557,87,87,2,"The Quaid-e-Azam never asked us to account for it",Remembered,Interpersonal,,FALSE,4222|4207,"Servants, Unknown in Jinnah Sahib|Jinnah, Muhammad Ali in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4558,81,81,3,"Ghalib had once marvelled at his beloved",Narrated,,,FALSE,4206,"Azad, Mohammad Hanif in Jinnah Sahib",4553,"Delhi in Jinnah Sahib",4204,"Jinnah Sahib",4207|4208,"Jinnah, Muhammad Ali in Jinnah Sahib|Ghalib, Mirza in Jinnah Sahib"
4559,88,88,1,"However, there was one occasion when it did not turn out to be ""all right""",Remembered,Interpersonal,,FALSE,4218|4223|4207,"Jinnah, Fatima in Jinnah Sahib|Two cooks, Unknown in Jinnah Sahib|Jinnah, Muhammad Ali in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4560,82,82,1,"One day, therefore, I decided to travel",Narrated,,,FALSE,4206,"Azad, Mohammad Hanif in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4561,88,88,2,"For several days, both of them would go to the Taj to eat their meals.",Remembered,,,FALSE,4207|4218,"Jinnah, Muhammad Ali in Jinnah Sahib|Jinnah, Fatima in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4562,88,88,3,"Let me tell you a story.",Remembered,,,FALSE,4206|4207,"Azad, Mohammad Hanif in Jinnah Sahib|Jinnah, Muhammad Ali in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4563,82,82,2,"It was during those days that I became",,,,FALSE,4206|4214,"Azad, Mohammad Hanif in Jinnah Sahib|Buddhan, Buddhan in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",4215,"Irani, Ardeshir in Jinnah Sahib"
4564,88,88,4,"He had lost his wife",Remembered,,,FALSE,4207|4224,"Jinnah, Muhammad Ali in Jinnah Sahib|Wife of Jinnah, Unknown in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4565,88,89,5,"his daughter had maried a Parsi against his wishes",Remembered,Interpersonal,,FALSE,4226|4207,"Daughter of Jinnah, Unknown in Jinnah Sahib|Jinnah, Muhammad Ali in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4566,83,83,1,"One day, the most celebrated hero",,,,,4206|4216,"Azad, Mohammad Hanif in Jinnah Sahib|Billimoria, Dinshaw in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4567,89,89,1,"The Quaid-e-Azam had married the daughter of a prominent Bombay Parsi",Remembered,Religion,,FALSE,4207|4224,"Jinnah, Muhammad Ali in Jinnah Sahib|Wife of Jinnah, Unknown in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4568,83,84,2,"Next morning, I decided to go to the",Narrated,,,FALSE,4206|4217|4206|4218|4220,"Azad, Mohammad Hanif in Jinnah Sahib|Pathan security guard, Unknown in Jinnah Sahib|Azad, Mohammad Hanif in Jinnah Sahib|Jinnah, Fatima in Jinnah Sahib|Syed, Matloob Hussain Syed in Jinnah Sahib",4570,"Mount Pleasant Road, Malabar Hill. in Jinnah Sahib",4204,"Jinnah Sahib",,
4569,89,89,2,"you could see the grief on his face.",Remembered,,,FALSE,4207,"Jinnah, Muhammad Ali in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4571,89,89,3,"After two weeks he resurfaced",Remembered,,,FALSE,4207,"Jinnah, Muhammad Ali in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4572,89,90,4,"He would sometimes ask for a certain metal chest",Remembered,,,FALSE,4207,"Jinnah, Muhammad Ali in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4589,131,131,3,"How well he used to do in Purqazi,",Narrated,,,TRUE,4483,"Hussain, Baqir in Ek Onkar Satnam - 1935",4593,"Purqazi in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4590,131,131,2,"e had tried to sell fruit on a cart for a few months",Remembered,,,,4483,"Hussain, Baqir in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",4592,"Baqir's neighbbour, Khalid in Ek Onkar Satnam - 1935"
4595,131,131,4,"He had tried to sell fruit on a cart for a few months",Narrated,,,,4483|4484,"Hussain, Baqir in Ek Onkar Satnam - 1935|Hussain, Zeenat in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4596,131,131,5,"The doctor at the government hospital",Narrated,,,,4496,"unknown, The doctor in Ek Onkar Satnam - 1935",4597,"Government Hospital in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4598,133,133,3,"When he returned home, he was witness to another",Narrated,,,,4483,"Hussain, Baqir in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",4601,"SIkhs who built house, Unknown in Ek Onkar Satnam - 1935"
4599,133,133,2,"He stayed to listen to it and swayed",Narrated,,,,4483,"Hussain, Baqir in Ek Onkar Satnam - 1935",4602,"Sayyid Mehmood Ghazi’s dargah in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4604,133,133,1,"He respectfully unfurled the green chaddar",Narrated,,,,4483,"Hussain, Baqir in Ek Onkar Satnam - 1935",4602,"Sayyid Mehmood Ghazi’s dargah in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4605,134,134,1,"Inside the house he saw that Zeenat was fast asleep—or, more likely, unconscious",Narrated,,,,4483|4484,"Hussain, Baqir in Ek Onkar Satnam - 1935|Hussain, Zeenat in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4606,135,135,1,"Baqir Hussain saw in the light of the lantern",Narrated,Interpersonal,,,4483|4484,"Hussain, Baqir in Ek Onkar Satnam - 1935|Hussain, Zeenat in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4608,133,133,4,"Baqir Hussain felt that the voice of Allah Himself",Narrated,,,,4483,"Hussain, Baqir in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4609,136,136,2,"Zeenat held the chisel with both hands and hit herself on the forehead, once, twice, three times.",Narrated,Interpersonal,,,4484,"Hussain, Zeenat in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4610,135,135,3,"Baqir Hussain jumped down from the ladder",,Interpersonal,,,4483|4484,"Hussain, Baqir in Ek Onkar Satnam - 1935|Hussain, Zeenat in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4613,135,135,4,"On the fourteenth day, when he finally removed the bandage, the wound had healed completely.",Narrated,,,,4496|4484,"unknown, The doctor in Ek Onkar Satnam - 1935|Hussain, Zeenat in Ek Onkar Satnam - 1935",4597,"Government Hospital in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4615,135,135,5,"When he got back, he noticed that instead of lying on her bed Zeenat",Narrated,,,,4484|4483,"Hussain, Zeenat in Ek Onkar Satnam - 1935|Hussain, Baqir in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4617,136,136,1,"What he saw when he looked up",Narrated,,,,4483|4484,"Hussain, Baqir in Ek Onkar Satnam - 1935|Hussain, Zeenat in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4618,135,135,6,"‘I think my fever has gone.’ Zeenat pulled back her sleeve and extended her arm.",Narrated,,,,4483|4484,"Hussain, Baqir in Ek Onkar Satnam - 1935|Hussain, Zeenat in Ek Onkar Satnam - 1935",4505,"Baqir's house in Ek Onkar Satnam - 1935",4042,"Ek Onkar Satnam - 1935",,
4625,90,90,2,"The Quaid had three sisters, Fatima, Rehmat",Told,,,FALSE,4206,"Azad, Mohammad Hanif in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",4207|4218|4229,"Jinnah, Muhammad Ali in Jinnah Sahib|Jinnah, Fatima in Jinnah Sahib|Jinnah, Rehmat in Jinnah Sahib"
4626,90,90,90,"I once saw him in Bombay.",Told,,,FALSE,4206,"Azad, Mohammad Hanif in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",4232,"Jinnah, Ahmed Ali in Jinnah Sahib"
4627,90,90,3,"Before the historic Gandhi-Jinnah meeting,",Told,,Religion,TRUE,4206,"Azad, Mohammad Hanif in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",4628|4236|4207|4232,"Bombay Muslims, Unknown in Jinnah Sahib|Friend of Azad, Unknown in Jinnah Sahib|Jinnah, Muhammad Ali in Jinnah Sahib|Jinnah, Ahmed Ali in Jinnah Sahib"
4629,90,91,5,"The only indoor sport the Quaid-e-Azam",Remembered,,,FALSE,4206,"Azad, Mohammad Hanif in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",4207|4206|4218,"Jinnah, Muhammad Ali in Jinnah Sahib|Azad, Mohammad Hanif in Jinnah Sahib|Jinnah, Fatima in Jinnah Sahib"
4630,91,92,1,"According to Azad, the Quaid-e-Azam avoided",Told,,,FALSE,4548|4206,"Manto, Saadat Hasan in Jinnah Sahib|Azad, Mohammad Hanif in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",4220,"Syed, Matloob Hussain Syed in Jinnah Sahib"
4631,92,92,1,"Azad said the Quaid’s best friend",Told,Interpersonal,Interpersonal,FALSE,4206|4548,"Azad, Mohammad Hanif in Jinnah Sahib|Manto, Saadat Hasan in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",4207|4238|4210|4243|4245|4247|4249|4251|4220,"Jinnah, Muhammad Ali in Jinnah Sahib|Jang, Nawab Bahadur Yar in Jinnah Sahib|Raja Sahib of Mahmoodabad, Unknown in Jinnah Sahib|Chundrigar, I. I. in Jinnah Sahib|Hussain, Maulana Zahid in Jinnah Sahib|Khan, Nawabzada Liaquat Ali in Jinnah Sahib|Ismail, Nawab Sir Mohammad in Jinnah Sahib|Imam, Ali in Jinnah Sahib|Syed, Matloob Hussain Syed in Jinnah Sahib"
4632,92,93,2,"Once I came home very late",Told,Interpersonal,,FALSE,4206|4207,"Azad, Mohammad Hanif in Jinnah Sahib|Jinnah, Muhammad Ali in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",,
4633,93,93,1,"Four months later when he came to",Told,,Caste,FALSE,4206,"Azad, Mohammad Hanif in Jinnah Sahib",4553,"Delhi in Jinnah Sahib",4204,"Jinnah Sahib",4205|4253|4207,"All India Muslim League, Unknown in Jinnah Sahib|Wife of Azad, Unknown in Jinnah Sahib|Jinnah, Muhammad Ali in Jinnah Sahib"
4634,93,93,2,"I asked Azad if he had ever heard",Narrated,,,FALSE,4548|4206,"Manto, Saadat Hasan in Jinnah Sahib|Azad, Mohammad Hanif in Jinnah Sahib",4539,"Bombay in Jinnah Sahib",4204,"Jinnah Sahib",4207,"Jinnah, Muhammad Ali in Jinnah Sahib"
4635,93,93,3,"Mohammad Hanif Azad is alive in the Pakistan",Narrated,,,FALSE,4548,"Manto, Saadat Hasan in Jinnah Sahib",4636,"Punjab in Jinnah Sahib",4204,"Jinnah Sahib",4206|4247|4207,"Azad, Mohammad Hanif in Jinnah Sahib|Khan, Nawabzada Liaquat Ali in Jinnah Sahib|Jinnah, Muhammad Ali in Jinnah Sahib"
4638,93,93,4,"Last time I spoke to him about the",Told,,,FALSE,4548,"Manto, Saadat Hasan in Jinnah Sahib",4639,"Pakistan in Jinnah Sahib",4204,"Jinnah Sahib",4207|4206|4641,"Jinnah, Muhammad Ali in Jinnah Sahib|Azad, Mohammad Hanif in Jinnah Sahib|Governer General of Pakistan, Unknown in Jinnah Sahib"
4642,144,144,2,"When the police arrived, everyone ran",Narrated,Religion,,FALSE,3968|3969,"Pathan, Unknown in Proper Use|Police, Unknown in Proper Use",3977,"Unidentified in Proper Use",3966,"Proper Use",,
4643,144,144,3,"With much pride, he showed his friends the",Narrated,,,FALSE,3968|3971,"Pathan, Unknown in Proper Use|Friends of the Pathan, Unknown in Proper Use",3977,"Unidentified in Proper Use",3966,"Proper Use",,
4650,78,78,1,"He was once constrained to go into this",Narrated,,,FALSE,4645,"Unnamed male protagonist, Unknown in Three Simple Statements",4651,"Mootri in Three Simple Statements",4644,"Three Simple Statements",,
4652,78,78,2,"A few days later, he found himself visiting",Narrated,,,FALSE,4645,"Unnamed male protagonist, Unknown in Three Simple Statements",4651,"Mootri in Three Simple Statements",4644,"Three Simple Statements",,
4653,78,79,3,"Some time later, Mahatma Gandhi was granted unconditional",Narrated,,,FALSE,,,4654,"British India in Three Simple Statements",4644,"Three Simple Statements",4646|4647,"Gandhi, Mahatma in Three Simple Statements|Jinnah, Muhammad Ali in Three Simple Statements"
4655,79,79,1,"He went for the third time to the",Narrated,,,FALSE,4645,"Unnamed male protagonist, Unknown in Three Simple Statements",4651,"Mootri in Three Simple Statements",4644,"Three Simple Statements",,
4656,105,105,1,"Karim Dad went out, spending the rest",,,,,4526|4535|4573|4529|4534,"Dad, Karim in The Great Divide|Nathoo, Chaudhry in The Great Divide|Nehru, Pandit in The Great Divide|Wife of Karim, Jeena in The Great Divide|Village midwife, Bakhto in The Great Divide",4578,"Karim's field in The Great Divide",4525,"The Great Divide",,
4657,105,106,2,"It made Karim Dad squirm in his seat to hear the old man go on and on.",,Interpersonal,,,4526|4535,"Dad, Karim in The Great Divide|Nathoo, Chaudhry in The Great Divide",4579,"Karim's house in The Great Divide",4525,"The Great Divide",,
4661,137,137,1,"Quite unmindful of it all, a man was waltzing down the street",Narrated,,,TRUE,4141,"Man with harmonium, Unknown in Wages",4662,"Unknown in Wages",4142,Wages,,
4665,137,137,2,"A young boy went running by, cradling dozens of packets of papads in his arms",Narrated,,,TRUE,4145|4146,"Young boy with papad, Unknown in Wages|Man with sewing machine, Unknown in Wages",4662,"Unknown in Wages",4142,Wages,,
4666,137,137,3,"A gunnybag landed on the street with a thud",Narrated,,,TRUE,4148|4150|4151,"Man with hunting knife, Unknown in Wages|Crowd of people around sugar, Unknown in Wages|Naked man, Unknown in Wages",4662,"Unknown in Wages",4142,Wages,,
4667,138,138,1,"From the top-floor window of a house overlooking the street",Narrated,,,TRUE,4153,"Person throwing muslin cloth out of a window, Unknown in Wages",4662,"Unknown in Wages",4142,Wages,,
4668,138,138,2,"They finally managed to haul the big steel safe out of the house",Narrated,,,TRUE,4156,"People with steel safe, Unknown in Wages",4662,"Unknown in Wages",4142,Wages,,
4669,138,138,3,"One man stepped out of a shop carrying several tins",Narrated,,,TRUE,4154,"Man with dry milk, Unknown in Wages",4662,"Unknown in Wages",4142,Wages,,
4671,138,138,4,"‘Come on, boys, treat yourself to cool lemonade. It is summer time,’",Narrated,,,TRUE,4157,"Man with car tyre and lemonade, Unknown in Wages",4662,"Unknown in Wages",4142,Wages,,
4672,138,138,5,"Someone screamed, ‘Send for the fire brigade;",Narrated,,,TRUE,4158,"Person screaming about the fire brigade, Unknown in Wages",4662,"Unknown in Wages",4142,Wages,,
4683,162,163,163,"Two mares caught up with Master Surat Singh",,,,,4697|4372|4698,"Singh, Surat in From Khanni to Bhikhi|One of the members of the Muslim mob, Aslam in From Khanni to Bhikhi|One of the members of the muslim mob, Shaukat in From Khanni to Bhikhi",4691,"Bhikhi in From Khanni to Bhikhi",4364,"From Khanni to Bhikhi",,
4694,101,101,1,"The 1947 upheavals came and went",Narrated,Religion,,TRUE,4526,"Dad, Karim in The Great Divide",4577,"Village in The Great Divide",4525,"The Great Divide",,
4696,101,102,2,"All he knew was that he had",Narrated,Religion,,TRUE,4526|4527,"Dad, Karim in The Great Divide|Dad, Rahim in The Great Divide",4577,"Village in The Great Divide",4525,"The Great Divide",,
4699,126,126,1,"When war finally broke out in Spain",Narrated,Nation,,FALSE,,,4320,"Spain in The New Constitution",4281,"The New Constitution",,
4700,101,101,3,"A great deal had happened in their village",Narrated,Religion,,TRUE,,,4577,"Village in The Great Divide",4525,"The Great Divide",,
4701,126,126,2,"At that hour, Ustad Mangu was driving",Narrated,,,FALSE,4282|4285,"The Tongawala, Mangu in The New Constitution|Mangu's fare, Unknown in The New Constitution",4322,"The Mall in The New Constitution",4281,"The New Constitution",4287|4288,"Hindus, Unknown in The New Constitution|Muslims, Unknown in The New Constitution"
4702,128,128,1,"He gathered from their conversation",Narrated,,,TRUE,4282|4296,"The Tongawala, Mangu in The New Constitution|Marwaris, Unknown in The New Constitution",4326,"District Courts in The New Constitution",4281,"The New Constitution",,
4704,102,102,1,"The village was still busy mourning",Narrated,Religion,,TRUE,4526|4529,"Dad, Karim in The Great Divide|Wife of Karim, Jeena in The Great Divide",4577,"Village in The Great Divide",4525,"The Great Divide",4532,"Elahi, Faizal in The Great Divide"
4706,128,128,2,"After droppping his fares",Narrated,,,FALSE,4282|4298,"The Tongawala, Mangu in The New Constitution|The sweetmeat vendor, Dino in The New Constitution",4328,"Dino's Shop in The New Constitution",4281,"The New Constitution",,
4707,128,129,3,"When he returned to the adda",Narrated,,,FALSE,4282,"The Tongawala, Mangu in The New Constitution",4323,"Station Adda in The New Constitution",4281,"The New Constitution",,
4708,129,129,1,"When the bald-headed Nathoo ambled into the adda",Narrated,,,FALSE,4282|1976,"The Tongawala, Mangu in The New Constitution|Vendor, Nathoo in Sunlight on a Broken Column",4323,"Station Adda in The New Constitution",4281,"The New Constitution",,
4709,102,102,2,"Karim Dad hated people crying or",Narrated,,,TRUE,4526|4529,"Dad, Karim in The Great Divide|Wife of Karim, Jeena in The Great Divide",4578,"Karim's field in The Great Divide",4525,"The Great Divide",,
4710,130,130,3,"They were vigorously criticizing the new constitution.",Narrated,,,TRUE,4282|4301,"The Tongawala, Mangu in The New Constitution|Barristers, Unkown in The New Constitution",4326,"District Courts in The New Constitution",4281,"The New Constitution",,
4711,102,102,3,"When word had first leaked out",Narrated,,,,,,4577,"Village in The Great Divide",4525,"The Great Divide",4526|4529,"Dad, Karim in The Great Divide|Wife of Karim, Jeena in The Great Divide"
4712,103,103,1,"On their first night together,",Narrated,,,,4526|4529,"Dad, Karim in The Great Divide|Wife of Karim, Jeena in The Great Divide",4579,"Karim's house in The Great Divide",4525,"The Great Divide",,
4713,130,130,4,"Three days after this incident,",,,,TRUE,4282|4302,"The Tongawala, Mangu in The New Constitution|Students, Unknown in The New Constitution",4331,"Government College in The New Constitution",4281,"The New Constitution",,
4714,103,103,2,"Jenna had almost forgotten the tragedies",Narrated,,,,4526|4529,"Dad, Karim in The Great Divide|Wife of Karim, Jeena in The Great Divide",4579,"Karim's house in The Great Divide",4525,"The Great Divide",,
4715,131,131,1,"The only thing he could compare",Narrated,,,FALSE,4282,"The Tongawala, Mangu in The New Constitution",4338,"Choudhry Khuda Bux in The New Constitution",4281,"The New Constitution",,
4716,103,103,3,"The festival of Chotti Id came",Narrated,,,,4529|4526,"Wife of Karim, Jeena in The Great Divide|Dad, Karim in The Great Divide",4577,"Village in The Great Divide",4525,"The Great Divide",4527|4532,"Dad, Rahim in The Great Divide|Elahi, Faizal in The Great Divide"
4717,131,131,2,"Ustad Mangu rose early, went to the stable",Narrated,,,FALSE,4282,"The Tongawala, Mangu in The New Constitution",4339,"The stable in The New Constitution",4281,"The New Constitution",,
4718,131,131,3,"He had bought this new plume",Narrated,,,FALSE,4282,"The Tongawala, Mangu in The New Constitution",4338,"Choudhry Khuda Bux in The New Constitution",4281,"The New Constitution",,
4719,132,132,1,"He was in front of Government College",Narrated,,,FALSE,4282,"The Tongawala, Mangu in The New Constitution",4331,"Government College in The New Constitution",4281,"The New Constitution",,
4720,104,104,1,"When the month of Muharram arrived",Narrated,,,,4526|4529,"Dad, Karim in The Great Divide|Wife of Karim, Jeena in The Great Divide",4577,"Village in The Great Divide",4525,"The Great Divide",,
4721,132,132,2,"When his first child was to be born",Narrated,,,FALSE,4282|4303|4304,"The Tongawala, Mangu in The New Constitution|Mangu's first child, Unknown in The New Constitution|Mangu's Wife, Gangawati in The New Constitution",4340,"Mangu's bedroom in The New Constitution",4281,"The New Constitution",,
4722,104,104,2,"For some time now there had been",Narrated,Nation,,TRUE,4526|4529,"Dad, Karim in The Great Divide|Wife of Karim, Jeena in The Great Divide",4577,"Village in The Great Divide",4525,"The Great Divide",,
4723,104,104,3,"Bakhto, the village midwife, who came",Narrated,Nation,,TRUE,4529|4534|4526,"Wife of Karim, Jeena in The Great Divide|Village midwife, Bakhto in The Great Divide|Dad, Karim in The Great Divide",4579,"Karim's house in The Great Divide",4525,"The Great Divide",,
4724,133,133,1,"In front of an auto showroom",Narrated,,,FALSE,4282,"The Tongawala, Mangu in The New Constitution",4322,"The Mall in The New Constitution",4281,"The New Constitution",,
4725,133,134,2,"Ustad Mangu was trying to work out",Narrated,,,FALSE,4282|4317,"The Tongawala, Mangu in The New Constitution|Gora Mangu had fought with, Unknown in The New Constitution",4342,"Cantonment in The New Constitution",4281,"The New Constitution",,
4726,134,134,1,"He was about to place his foot",Narrated,,,FALSE,4282|4317,"The Tongawala, Mangu in The New Constitution|Gora Mangu had fought with, Unknown in The New Constitution",4342,"Cantonment in The New Constitution",4281,"The New Constitution",,
4728,134,134,2,"Ustad Mangu had borne the insults hurled",Narrated,Interpersonal,,FALSE,4282|4317,"The Tongawala, Mangu in The New Constitution|Gora Mangu had fought with, Unknown in The New Constitution",4342,"Cantonment in The New Constitution",4281,"The New Constitution",,
4729,134,135,3,"""Where do you want to go?""",Narrated,,,FALSE,4282,"The Tongawala, Mangu in The New Constitution",4342,"Cantonment in The New Constitution",4281,"The New Constitution",4317,"Gora Mangu had fought with, Unknown in The New Constitution"
