"Character H-ID","Family name","Given name(s)",Nickname,"Page First Mentioned",Gender,Number,Religion,"Religious attribution","Religious conversion",Vitality,"Cause of death",Non-human,"Country of birth"
4061,"Truck drivers",Unknown,,168,Unknown,Group,Unknown,,,,,,
4062,Singh,Mukand,"Jathedar Mukand Singh",50,Male,Single,Sikh,,,,,,
4063,"Part of the mob 'Jatha'",Nathu,,50,Male,Single,Sikh,,,,,,
4064,"One of the men who was captured by the mob;  the man because of whom Mukand Singh let their group go",Ramzan,,57,Male,Single,Muslim,,,,,,
4065,"Ramzans' son",Nazeer,,57,Male,Single,Muslim,,,,,,
4066,"The mob which Mukand Singh leads",Jatha,,51,Male,Mob,Sikh,,,,,,
4067,"Women and Children",Unknown,,52,Unknown,Group,Muslim,,,,,,
4082,"Friend of Sadaat",Mumtaz,,120,Male,Single,Muslim,Definitional,,Born,,FALSE,India
4083,Manto,Sadaat,,120,Male,Single,Hindu,Definitional,,Born,,FALSE,India
4084,"Friend of Sadaat",Jugal,,120,Male,Single,Hindu,Definitional,,Born,,FALSE,India
4085,"Uncle of Jugal",unknown,,120,Male,Single,Hindu,Definitional,,Dies,"Killed (non-military)",FALSE,India
4087,"100,100 Muslims",unknown,,120,Unknown,Faction,Muslim,Definitional,,Dies,"Killed (mob-violence)",FALSE,India
4088,"100,100 Hindus",unkown,,120,Unknown,Faction,Hindu,Definitional,,Dies,"Killed (mob-violence)",FALSE,India
4089,"Friend of Sadaat","Brij Mohan",,121,Male,Single,Hindu,Definitional,,Born,,FALSE,India
4090,Shopkeeper,Gobind,,121,Male,Single,Hindu,Speculation,,Born,,FALSE,India
4091,"Refugees leaving for Pakistan",unkown,,122,Unknown,Group,Muslim,Speculation,,Born,,FALSE,India
4095,"Friend of Sadaat",Mumtaz,,120,Male,Single,Muslim,Definitional,,Born,,FALSE,India
4100,"Friend of Mumtaz",Sehai,,123,Male,Single,Hindu,Definitional,,Dies,"Killed (non-military)",FALSE,India
4102,"Servant of Sehai",unknown,,123,Male,Single,Hindu,Speculation,,Born,,FALSE,India
4103,"Sehai's Prostitutes",unknown,,123,Female,Group.Female-dominant,Unknown,,,Born,,FALSE,India
4105,"Friend of Sehai",Ameena,,124,Female,Single,Muslim,Definitional,,Born,,FALSE,India
4107,"Friend of Sehai",Sakeena,,124,Female,Single,Muslim,Definitional,,Born,,FALSE,India
4109,"Muslim Saint","Data Sahib",,124,Male,Single,Muslim,Definitional,,Born,,FALSE,India
4110,Police,unknown,,125,Male,Group.Male-dominant,Unknown,,,Born,,,India
4111,"Freind of Sehai",Sultana,,125,Female,Single,Muslim,Speculation,,Born,,FALSE,India
4141,"Man with harmonium",Unknown,,137,Male,Single,Unknown,,,,,,
4145,"Young boy with papad",Unknown,,137,Male,Single,Unknown,,,,,,
4146,"Man with sewing machine",Unknown,,137,Male,Single,Unknown,,,,,,
4148,"Man with hunting knife",Unknown,,137,Male,Single,Unknown,,,,,,
4150,"Crowd of people around sugar",Unknown,,137,Unknown,Group,Unknown,,,,,,
4151,"Naked man",Unknown,,137,Male,Single,Unknown,,,,,,
4153,"Person throwing muslin cloth out of a window",Unknown,,138,Unknown,Single,Unknown,,,,,,
4154,"Man with dry milk",Unknown,,138,Male,Single,Unknown,,,,,,
4156,"People with steel safe",Unknown,,138,Unknown,Group,Unknown,,,,,,
4157,"Man with car tyre and lemonade",Unknown,,138,Male,Single,Unknown,,,,,,
4158,"Person screaming about the fire brigade",Unknown,,138,Male,Single,Unknown,,,,,,
4159,"Kashmiri seasonal labourer",Unknown,,138,Male,Single,Muslim,Speculation,,,,,
4161,Policemen,Unknown,,138,Unknown,Group,Unknown,,,,,,
4205,"All India Muslim League",Unknown,,80,Unknown,Group,Muslim,Definitional,,,,,
4206,Azad,"Mohammad Hanif",,80,Male,Single,Muslim,Self-identified,,,,,
4207,Jinnah,"Muhammad Ali",,80,Male,Single,Muslim,Nominal,,Dies,Age-related,,
4208,Ghalib,Mirza,,80,Male,Single,Muslim,Nominal,,Dead,Age-related,,
4209,"Ghaziabad Corps",Unknows,,80,Male,Group,Muslim,Definitional,,,,,
4210,"Raja Sahib of Mahmoodabad",Unknown,,92,Male,Single,Muslim,Speculation,,,,,
4212,Qureshi,Anwar,,80,Male,Single,Muslim,Nominal,,,,,
4213,"Imperial Film Company",Unknown,,82,Unknown,Group,Unknown,,,,,,
4214,Buddhan,Buddhan,,82,Male,Single,Unknown,,,,,,
4215,Irani,Ardeshir,,82,Male,Single,Unknown,,,,,,
4216,Billimoria,Dinshaw,,83,Male,Single,Unknown,,,,,,
4217,"Pathan security guard",Unknown,,83,Male,Single,Muslim,"Other-identified.Character other-attributed",,,,,
4218,Jinnah,Fatima,,84,Female,Single,Muslim,Nominal,,,,,
4220,Syed,"Matloob Hussain Syed",,84,Male,Single,Muslim,Nominal,,,,,
4221,Iqbal,"Allama Mohammad",,86,Male,Single,Muslim,Nominal,,,,,
4222,Servants,Unknown,,87,Unknown,Group,Unknown,,,,,,
4223,"Two cooks",Unknown,,88,Male,Group,Unknown,,,,,,
4224,"Wife of Jinnah",Unknown,,88,Female,Single,Unknown,,,,,,
4226,"Daughter of Jinnah",Unknown,,88,Female,Single,Muslim,Nominal,,,,,
4229,Jinnah,Rehmat,,90,Female,Single,Muslim,Nominal,,,,,
4232,Jinnah,"Ahmed Ali",,90,Male,Single,Muslim,Nominal,,,,,
4236,"Friend of Azad",Unknown,,90,Male,Single,Muslim,Speculation,,,,,
4238,Jang,"Nawab Bahadur Yar",,92,Male,Single,Muslim,Nominal,,,,,
4243,Chundrigar,"I. I.",,92,Male,Single,Muslim,Nominal,,,,,
4245,Hussain,"Maulana Zahid",,92,Male,Single,Muslim,Nominal,,,,,
4247,Khan,"Nawabzada Liaquat Ali",,92,Male,Single,Muslim,Nominal,,,,,
4249,Ismail,"Nawab Sir Mohammad",,92,Male,Single,Muslim,Nominal,,,,,
4251,Imam,Ali,,92,Male,Single,Muslim,Nominal,,,,,
4253,"Wife of Azad",Unknown,,93,Female,Single,Muslim,Nominal,,,,,
4259,Baksh,Karim,"Choudhry Karim Bakhsh",81,Male,Single,Muslim,,,Dead,~Other,,Pakistan
4260,Baksh,Shabbir,,80,Male,Single,Muslim,,,,,,
4262,Ali,Manzoor,Mansoor,81,Male,Single,Muslim,,,"Unknown Dead or Alive",,,
4264,Lamba,"Surjan Shah",,81,Male,Single,Unknown,,,,,,
4265,Lamba,Unknown,"Lamba's girl|Lamba Girl",81,Female,Single,Unknown,,,,,,
4267,Grandmother,Unknown,,81,Female,Single,Muslim,,,,,,
4270,Gondal,Jagira,,82,Male,Single,Unknown,,,,,,
4272,Labourer,Jumma,,83,Male,Single,Muslim,,,,,,
4274,Bibi,Saida,,83,Female,Single,Muslim,,,,,,
4276,Qutbuddin,Maulvi,,84,Male,Single,Muslim,Definitional,,,,,
4277,Horse,Dula,,84,Unknown,Single,Unknown,,,,,TRUE,
4282,"The Tongawala",Mangu,"Ustad Mangu",126,Male,Single,Sikh,Speculation,,,,,
4283,"Mangu's fellow tongawalas",Unknown,,126,Unknown,Group.Male-dominant,Unknown,,,,,,
4284,Chaudhry,Gama,,126,Male,Single,Hindu,Nominal,,,,,
4285,"Mangu's fare",Unknown,,126,Unknown,Single,Unknown,,,,,,
4286,"Gora soldiers",Unknown,,127,Unknown,Group.Male-dominant,Christian,Speculation,,,,,
4287,Hindus,Unknown,,126,Unknown,Group,Hindu,Nominal,,,,,
4288,Muslims,Unknown,,126,Unknown,Group,Muslim,Nominal,,,,,
4289,Elders,Unknown,,126,Unknown,Group,Unknown,,,,,,
4290,Badhsah,Akbar,,126,Male,Single,Muslim,Speculation,,,,,
4291,Saint,Unknown,,126,Male,Single,Unknown,,,,,,
4292,Congressites,Unknown,,127,Unknown,Group,Unknown,,,,,,
4293,Angrez,Unknown,"The British|Lat sahibs|Goras|White mice",127,Unknown,Group,Christian,Speculation,,,,,
4294,Italywala,Unknown,,127,Unknown,Group,Unknown,,,,,,
4295,Russiawala,Unknown,"The Soviets",127,Unknown,Group,Unknown,,,,,,
4296,Marwaris,Unknown,,128,Unknown,Group,Hindu,Nominal,,,,,
4297,"Mangu's Horse",Unknown,,128,Unknown,Single,Unknown,,,,,TRUE,
4298,"The sweetmeat vendor",Dino,,128,Male,Single,Unknown,,,,,,
4299,"Mangu's friend",Nathoo,,129,Male,Single,Sikh,Speculation,,,,,
4300,"King of Russia",Unknown,,129,Male,Single,Unknown,,,,,,
4301,Barristers,Unkown,,130,Unknown,Group,Unknown,,,,,,
4302,Students,Unknown,,140,Unknown,Group,Unknown,,,,,,
4303,"Mangu's first child",Unknown,,132,Unknown,Single,Sikh,Nominal,,Born,,,
4304,"Mangu's Wife",Gangawati,,132,Female,Single,Sikh,Speculation,,,,,
4315,Gandhiji,Unknown,,132,Male,Single,Hindu,Speculation,,,,,
4316,Nehru,"Pandit Jawaharlal",,132,Male,Single,Hindu,Definitional,,,,,
4317,"Gora Mangu had fought with",Unknown,,133,Male,Single,Christian,Speculation,,,,,
4318,"Crowd outside cantonment",Unknown,,135,Unknown,Group,Unknown,,,,,,
4319,Policemen,Unknown,,135,Unknown,Group.Male-dominant,Unknown,,,,,,
4350,"Muslims imprisoned by the mob 'Jatha'",Unknown,,50,Unknown,Group,Muslim,,,,,,
4354,"Members of Mukand Singh's family",Unknown,,51,Unknown,Group,Sikh,,,,,,
4355,"Muslim mob which massacared",Unkown,,51,Unknown,Mob,Muslim,,,,,,
4367,Singh,Mohkam,,158,Male,Single,Sikh,,,,,,
4370,Hussain,Ibadat,"Maulvi Ibadat Hussain",158,Male,Single,Muslim,,,,,,
4372,"One of the members of the Muslim mob",Aslam,,163,Male,Single,Muslim,,,,,,
4379,Akhtar,Nasim,,94,Female,Single,Muslim,Self-identified,,,,,
4403,"landless labourers",Unknown,,121,Unknown,Group,Muslim,,,,,,
4404,Landlords,Unknown,,121,Unknown,Group,Sikh,,,,,,
4405,Singh,"Zaildar Chet",Zaildar,121,Male,Single,Sikh,,,,,,
4406,Singh,Gurnam,"Zaildar's Son",122,Male,Single,Sikh,,,,,,
4408,Singh,Shivdev,Subedar-major,122,Male,Single,Sikh,,,,,,
4409,Singh,"Sardar Bakhshish",,122,Male,Single,Sikh,,,,,,
4410,Crowd,Unknown,,122,Unknown,Mob,Muslim,Speculation,,,,,
4411,Narrator,Unknown,,121,Male,Single,Sikh,,,,,,
4412,"Narrator's father",Unknown,,123,Male,Single,Sikh,,,Dies,"Killed (mob-violence)",,
4414,"Narrator's brother",Sukhjit,,123,Male,Single,Sikh,,,Dies,"Killed (mob-violence)",,
4416,"Narrator's Mother",Unknown,,123,Female,Single,Sikh,,,,,,
4418,"Narrator's Brother",Kultar,,123,Male,Single,Sikh,,,,,,
4420,"Dead Bodies",Unknown,,123,Unknown,Group,Unknown,,,Dead,,,
4421,Singh,Dhanwant,,124,Male,Single,Sikh,,,,,,
4423,Singh,Gurpratap,,124,Male,Single,Sikh,,,,,,
4425,Muhammad,Din,Ironsmith,124,Male,Single,Muslim,,,,,,
4426,Singh,Sukha,Sikligar|Weapon-maker,124,Male,Single,Sikh,,,,,,
4427,Labourers,Unknown,,125,Male,Group.Male-dominant,Muslim,,,,,,
4445,"Looting Mob",Unknown,,140,Unknown,Mob,Unknown,,,,,,
4447,"Slim Middle Aged Man",Unknown,,140,Male,Single,Unknown,,,,,,
4448,"Four looters fighting over silk",Unknown,,141,Unknown,Group.Male-dominant,Unknown,,,,,,
4449,"the Dog",Tiger,,141,Unknown,Single,Unaffiliated,,,,,TRUE,
4451,"Man about to be bitten by the dog",Unknown,,141,Male,Single,Unknown,,,,,,
4468,"Man who found the wooden chest",Unknown,,143,Male,Single,Unknown,,,Dies,"Killed (non-military)",,
4471,"Man who volunteers to help",Unknown,,143,Male,Single,Unknown,,,Dies,"Killed (non-military)",,
4472,"Man in the box",Unknown,,143,Male,Single,Unknown,,,"Unknown Dead or Alive",,,
4483,Hussain,Baqir,,127,Male,Single,Muslim,Self-identified,,,,,
4484,Hussain,Zeenat,,127,Female,Single,Muslim,Self-identified,,,,,
4485,"Zeenat's Father",Unknown,,127,Male,Single,Muslim,Self-identified,,,,,
4486,"Childhood Friends",Unknown,,127,Unknown,Group,Unknown,,,,,,
4487,Parrot,Unknown,,128,Unknown,Single,Unknown,,,,,TRUE,
4488,"Baqir's Father",Unknown,,129,Male,Single,Muslim,,,Dead,Age-related,,
4489,"Baqir's wife's parents",Unknown,,129,Unknown,Group,Muslim,Self-identified,,,,,
4491,Asad,unknown,,129,Male,Single,Muslim,,,Dead,~Other,,
4493,"Baqir's mother's brothers",Unknown,,129,Male,Group.Male-dominant,Muslim,Self-identified,,,,,
4494,"Baqir's Mother",Unknown,,128,Female,Single,Muslim,,,Dead,Age-related,,
4495,"Baqir's mother's nephews",Unknown,,129,Male,Group.Male-dominant,Muslim,Self-identified,,,,,
4496,unknown,"The doctor",,112,Unknown,Single,Unknown,,,,,,
4526,Dad,Karim,Keemay,101,Male,Single,Muslim,Nominal,,,,,
4527,Dad,Rahim,,101,Male,Single,Muslim,Nominal,,Dead,"Killed (mob-violence)",,
4529,"Wife of Karim",Jeena,,102,Female,Single,Muslim,Speculation,,,,,
4531,Sain,Rahim,,103,Male,Single,Muslim,Nominal,,,,,
4532,Elahi,Faizal,,103,Male,Single,Muslim,Nominal,,Dead,"Killed (mob-violence)",,
4534,"Village midwife",Bakhto,,105,Female,Single,Muslim,Speculation,,,,,
4535,Nathoo,Chaudhry,,105,Male,Single,Muslim,Speculation,,,,,
4536,Bux,Miran,,106,Male,Single,Muslim,Nominal,,,,,
4548,Narrator,Unknown,,80,Unknown,Single,Unknown,,,,,,
4573,Nehru,Pandit,,105,Male,Single,Hindu,Definitional,,,,,
4586,Sarna,"Mohinder Singh",,44,Male,Single,Sikh,Definitional,,,,,
4592,"Baqir's neighbbour",Khalid,,131,Male,Single,Muslim,Self-identified,,,,,
4601,"SIkhs who built house",Unknown,,133,Unknown,Group,Sikh,Self-identified,,,,,
4611,"Kirpa Ram",Kanta,,46,Female,Single,Sikh,Definitional,,,,,"British India"
4616,Unknown,Basant,,47,Male,Single,Unknown,Speculation,,Dies,"Killed (non-military)",,"British India"
4619,"Basant's Mother",Unknown,,44,Female,Single,Sikh,Nominal,,,,,"British India"
4621,Ramu,Unknown,,49,Male,Single,Unknown,,,,,,
4622,Aziz,Abdul,,48,Male,Single,Muslim,Definitional,,,,,
4623,"Karam Chand",Mehta,,48,Male,Single,Hindu,Speculation,,,,,
