Event H-ID,Start page event,End page event,Page Event Number,Line,Narrative Status,Conflict,Harmony,Religious Syncretism,Partition,Location of Event (Text place) H-ID,Location of Event RecordTitle,Character(s) mentioned H-ID,Character(s) mentioned RecordTitle
2537,87,89,1,‘No fool like an old fool.’ The sentence kept,,Religion,,,TRUE,1002,Rest House in Train to Pakistan,729|129|112|118|1093|1094|1111|1140|1101|1104|1103|1108|1096|1097|1098|1099,"Begum, Haseena in Train to Pakistan|Malli, Unknown in Train to Pakistan|Singh, Juggut in Train to Pakistan|Nooran, Unknown in Train to Pakistan|Singh, Prem in Train to Pakistan|Goan bandleader, Mendoza in Train to Pakistan|Hukum Chand's orderly daughter, Sundari in Train to Pakistan|Ram, Mansa in Train to Pakistan|Singh, Sunder in Train to Pakistan|Singh, Deepo in Train to Pakistan|Singh, Shangara in Train to Pakistan|Singh, Amro in Train to Pakistan|Orchestra, McMello in Train to Pakistan|Orchestra, DeSilva in Train to Pakistan|Orchestra, DeSaram in Train to Pakistan|Orchestra, Gomes in Train to Pakistan"
2542,89,90,1,"A little after eleven, the moon came up.",,Religion,,,TRUE,1000,Railroad Bridge in Train to Pakistan,,
2543,49,49,2,Bakhshi felt irritable after all that,,Religion,,,,2541,Deputy Commissioner's House in Tamas,2544,"Muslim League President, Unknown in Tamas"
2545,183,187,1,"Nadira, Sita and I smiled at each other",,Class,,,,1950,Lawn in Sunlight on a Broken Column,,
2546,49,49,3,The government has a bad reputation,,Nation,,,,2541,Deputy Commissioner's House in Tamas,951|2547,"Congress Committee Member, Jawaharlal Nehru in Tamas|Nehru, Jawaharlal in Tamas"
2548,50,50,1,Lakshmi Narayan felt very much alone,,Religion,,,,2541,Deputy Commissioner's House in Tamas,713,"Muslims, Unknown in Tamas"
2550,50,50,2,If the police were to begin a patrol,,Religion,,,,2541,Deputy Commissioner's House in Tamas,2553|2556|2547|1281,"British Army Cantonment, Unknown in Tamas|British Government, Unknown in Tamas|Nehru, Jawaharlal in Tamas|Singh, Baldev in Tamas"
2551,194,197,2,"Ameer, waiting at the net for his partner",,Religion|Gender|Class,,,,1922,Tennis Court in Sunlight on a Broken Column,325|910|321|1083|1074|894|487|431|1735,"Agarwal, Sita in Sunlight on a Broken Column|Hasan, Kemal in Sunlight on a Broken Column|Hasan, Hamid in Sunlight on a Broken Column|Waliuddin, Sheikh in Sunlight on a Broken Column|Mr. Agarwal, Unknown in Sunlight on a Broken Column|Raja of Bhimnagar, Unknown in Sunlight on a Broken Column|Unknown, Asad in Sunlight on a Broken Column|Chatterjee, Nita in Sunlight on a Broken Column|Unknown, Begum Waheed in Sunlight on a Broken Column"
2555,128,128,1,"A band of Sikhs, the Senior Priest included",,Religion,,,TRUE,1637,Galli to left of gurudwara in Tamas,,
2560,50,51,3,Everyone else remained silent when they saw the direction,,Religion,Religion,,FALSE,2541,Deputy Commissioner's House in Tamas,2563|2565|2568,"Sahib, Police Officer, Robert in Tamas|Hindu Landlord, Unknown in Tamas|Muslim Tenant Family, Unknown in Tamas"
2561,128,128,2,"Another group of Sikhs standing outside the gurdwara, hair down, swords in hand, began to advanceinto the left-hand gali",,Religion,,,TRUE,2462,"entrance to the left gali, right at the edge of the river in Tamas",1040,"Faction, Turks in Tamas"
2562,128,129,3,"At that same moment, a stream of women emerged into the night,",,Gender|Religion,,,TRUE,2462,"entrance to the left gali, right at the edge of the river in Tamas",,
2570,199,200,2,The sounds of Aunt Saira's dandy,,Class,,,,1991,House in Sunlight on a Broken Column,920|1750,"Husain, Ameer in Sunlight on a Broken Column|Ali, Raza in Sunlight on a Broken Column"
2575,51,51,1,'A Hindu’s been murdered on the other side of the bridge,,Religion,,,,2541,Deputy Commissioner's House in Tamas,,
2578,204,205,1,It appeared that when Aunt Abida,,Gender|Religion,,,,370,"Lucknow, India in Sunlight on a Broken Column",,
2579,129,129,1,The moonlight was fading to yellow,,Religion,,,TRUE,2423,Sayedpur in Tamas,,
2582,129,129,2,A light still burned in the gurdwara,,Religion,,,TRUE,2426,Gurudwara in Tamas,,
2583,51,52,2,The men were confused as they emerged from the bungalow,,Religion,Interpersonal,,,2587,Outside the DC's House in Tamas,,
2585,129,129,3,"As daylight spread, kites and crows began to fly about",,Religion,,,TRUE,2423,Sayedpur in Tamas,,
2588,129,129,4,The fat butcher’s eldest son snuck up behind the gurdwara,,Religion,,,TRUE,2426,Gurudwara in Tamas,,
2593,129,129,5,there was astrange sound in the air: a deep buzzing,,Religion,,,TRUE,2423,Sayedpur in Tamas,,
2596,129,130,5,It was an airplane,,Religion,,,TRUE,2426,Gurudwara in Tamas,2599,"Jackson, Captain in Tamas"
2600,193,194,1,Tea had hardly finished when the,,Nation|Religion,,,,1922,Tennis Court in Sunlight on a Broken Column,,
2601,130,130,1,It was an airplane,,Religion,,,TRUE,2423,Sayedpur in Tamas,,
2602,198,199,1,When I returned Kemal had,,,,,,1991,House in Sunlight on a Broken Column,,
2606,120,130,2,Teja Singh was thinking he’d have to get to the city,,,,,TRUE,2426,Gurudwara in Tamas,167,"Deputy Commissioner, Richard in Tamas"
2610,83,83,1,Dev Dutt had bathed and was standing in front of his house,,,,,,2616,Dev Dutt's house in Tamas,2402|618|2613|2614,"Bakhsh, Hayat in Tamas|Congress Committee secretary, Bakhshi in Tamas|Ram, Raja in Tamas|Nath, Ram in Tamas"
2611,130,130,2,Teja Singh was thinking he’d have to get to the city quickly,,Religion,,,TRUE,2426,Gurudwara in Tamas,167,"Deputy Commissioner, Richard in Tamas"
2615,130,130,3,The fat butcher’s son standing behind the gurdwara poured,,Religion,,,TRUE,2426,Gurudwara in Tamas,,
2617,83,84,2,'Who's there? Dev Dutt?',,,,,,2616,Dev Dutt's house in Tamas,,
2619,130,130,4,airplane circled over the town three times,,Religion,Religion,,TRUE,2423,Sayedpur in Tamas,,
2621,130,130,5,The caretaker and the Nihang Sikh set about cleaning,,,,,,2426,Gurudwara in Tamas,,
2623,84,84,1,"By then, Dev Dutt had already reached the chowk.",,Religion,Religion,,,2624,Unknown Chowk in Tamas,,
2626,84,84,2,The man lying in the street ahead was not altogether dead.,,Religion,,,,2624,Unknown Chowk in Tamas,,
2629,84,85,3,Tje [artu pffoce was covered with flags.,,Nation,Class,,,2634,Communist Party Office in Tamas,,
2636,85,85,1,The meeting began. The first item was 'The state of the city'.,,,Nation,,,2634,Communist Party Office in Tamas,2637|2638|2411|2402|618,"Comrade, Jagdish in Tamas|Ali, Qurban in Tamas|Nawaz, Shah in Tamas|Bakhsh, Hayat in Tamas|Congress Committee secretary, Bakhshi in Tamas"
2639,130,130,6,"Meanwhile, the mosque was also being cleaned, under order of the Sheikh",,,,,TRUE,726,Mosque in Tamas,1241,"Rasool, Sheikh Ghulam in Tamas"
2640,85,86,2,"But after the meeting, Dev Dutt and Aziz",,Religion,,,,211,THE CITY in Tamas,2402,"Bakhsh, Hayat in Tamas"
2641,86,86,1,And there really was a meeting at Hayat Bakhsh's house,,Religion,,,,2644,Hayat Bakhsh's house in Tamas,,
2646,86,86,2,"Then people grew tired, and Hayat Bakhsh's son",,Religion,,,,2644,Hayat Bakhsh's house in Tamas,,
2648,86,86,3,a riot had broken out in the labourer's colony,,Religion,,,,2650,Ratta in Tamas,,
2651,86,86,4,But when he managed to somehow get back to the office,,,,,,2634,Communist Party Office in Tamas,2620|2614,"Dev Dutt's mother, Unknown in Tamas|Nath, Ram in Tamas"
2652,86,87,5,"That same afternoon, there was another death.",,Religion,,,,2653,Committee Mohalla in Tamas,951|1260,"Congress Committee Member, Jawaharlal Nehru in Tamas|Congress Committee Member, Mahatma Gandhi in Tamas"
2658,52,52,1,"In the meantime, the other three men",,Religion,Religion,,,2587,Outside the DC's House in Tamas,,
2662,52,52,2,"Lakshmi Narayan, walking along in the very back, hoped",,Religion,Religion,,,2587,Outside the DC's House in Tamas,,
2663,52,53,3,"Bakhshi, seated in the tonga, felt very distressed",,Religion,,,,2668,On the way back to the city from the DC's house in Tamas,167|2664|713|2665|2666|2667,"Deputy Commissioner, Richard in Tamas|Hindus of the ciy, Unknown in Tamas|Muslims, Unknown in Tamas|Ali, member of District Congress Committee, Mubarak in Tamas|A Congress Muslim, Muzaffar in Tamas|Hindu Sabha Members, Unknown in Tamas"
2669,53,53,1,"Go drown, Mehta, go drown in a handful of water",,Religion,Interpersonal,,,2668,On the way back to the city from the DC's house in Tamas,619|2659|2665|2670,"Ahmad, Congress Committee Member, Aziz in Tamas|Hakim Ghani, Abdul in Tamas|Ali, member of District Congress Committee, Mubarak in Tamas|Unknown, Latif in Tamas"
2671,53,54,2,The other four men were still walking down the hill,,Religion,Nation|Interpersonal|Religion,,,2672,in front of the Electricity Office in Tamas,167,"Deputy Commissioner, Richard in Tamas"
2673,54,55,1,At around twelve o’clock,,,,,,2541,Deputy Commissioner's House in Tamas,167|2676|2677|209,"Deputy Commissioner, Richard in Tamas|wives of British Officers, Unknown in Tamas|Commissioner's wife, Unknown in Tamas|Deen, Richard & Liza's cook, Roshan in Tamas"
2678,55,56,1,She went out to the veranda through the dining room door.,,,,,,2541,Deputy Commissioner's House in Tamas,167,"Deputy Commissioner, Richard in Tamas"
2685,58,59,1,"At the tailor Khuda Bakhsh’s shop,",,,,,,2412,Shivala Bazaar in Tamas,,
2688,66,66,1,The lambardar felt a strong sense of guilt and was overcome with emotion. He got up and embraced Imam Baksh and started to cry loudly,,,Religion,,TRUE,1163,Lambardar's House in Train to Pakistan,,
2689,66,66,3,Imam Baksh and his companions left the meeting in tears.,,,Religion,,FALSE,1163,Lambardar's House in Train to Pakistan,,
2691,66,66,4,"Before going round to other Muslim homes, Imam Baksh went to his own hut attached to the mosque",,,,,FALSE,1170,Imam Baksh's House in Train to Pakistan,,
2692,66,66,5,Nooran rubbed her face with her hands and stared at the wall. She did not know what to do.,,,,,TRUE,1170,Imam Baksh's House in Train to Pakistan,,
2693,66,66,7,In most houses she could see the dim flickers of oil lamps. Some were packing; others were helping them to pack.,,,Religion,,TRUE,701,Mano Majra in Train to Pakistan,,
2694,66,66,8,Nooran shook the door of Jugga’s house.,,,,,FALSE,938,Juggut's House in Train to Pakistan,,
2696,67,67,1,"Nooran stood up and mumbled indistinctly, ‘Beybey.’",,Interpersonal,,,,938,Juggut's House in Train to Pakistan,1012,"Singh (Juggut's Mother), Beybey in Train to Pakistan"
2697,67,67,2,Nooran began to cry. ‘We are going away tomorrow.’,,,,,TRUE,938,Juggut's House in Train to Pakistan,,
2698,67,67,3,"‘Get out, you bitch!’ the old woman hissed. ‘You, a Muslim weaver’s daughter, marry a Sikh peasant!",,Religion|Interpersonal|Class,,,FALSE,938,Juggut's House in Train to Pakistan,112,"Singh, Juggut in Train to Pakistan"
2699,67,67,5,"‘Beybey, I have Jugga’s child inside me. If I go to Pakistan they will kill it when they know it has a Sikh father.’",,Religion,,,TRUE,938,Juggut's House in Train to Pakistan,112,"Singh, Juggut in Train to Pakistan"
2700,68,68,3,There was not much for Nooran to do,,,,,TRUE,1170,Imam Baksh's House in Train to Pakistan,,
2701,68,68,5,The convoy went around Mano Majra looking for a lane wide enough to let their trucks in.,,,,,TRUE,701,Mano Majra in Train to Pakistan,,
2703,68,68,8,"Slowly the Muslims began to come out of their homes, driving their cattle and their bullock carts",,,Religion,,TRUE,1218,Peepul Tree near the Temple in Train to Pakistan,,
2705,69,69,1,The rest of Mano Majra came out to see them off.,,,Religion|Interpersonal,,TRUE,1218,Peepul Tree near the Temple in Train to Pakistan,806,"Mano Majra Muslims, Unknown in Train to Pakistan"
2706,69,69,3,"""No, we will not touch anything. We will only look after their houses.""",,,Interpersonal|Religion,,TRUE,1218,Peepul Tree near the Temple in Train to Pakistan,806,"Mano Majra Muslims, Unknown in Train to Pakistan"
2707,69,69,4,"‘Do not taunt us like this, Captain Sahib. We are brothers and will always remain brothers.’",,,Religion|Interpersonal,,FALSE,1218,Peepul Tree near the Temple in Train to Pakistan,806,"Mano Majra Muslims, Unknown in Train to Pakistan"
2709,69,69,5,The Muslim officer got on the jeep and addressed the crowd.,,,,,TRUE,1218,Peepul Tree near the Temple in Train to Pakistan,,
2710,70,70,1,"Before the Sikh could answer, a babel of protests burst from all sides.",,,Religion,,TRUE,1218,Peepul Tree near the Temple in Train to Pakistan,,
2711,131,131,1,Coming out onto the streets in the city,,,,,TRUE,211,THE CITY in Tamas,,
2712,70,70,2,‘I give you five minutes to get into the trucks with just as much luggage as you can carry in your hands.',,Interpersonal,,,TRUE,1218,Peepul Tree near the Temple in Train to Pakistan,,
2713,70,70,3,"Truck engines were started. Pathan soldiers rounded up the Muslims,",,,,,TRUE,1218,Peepul Tree near the Temple in Train to Pakistan,,
2714,59,60,1,A man stood on the ladder,,,,,,2412,Shivala Bazaar in Tamas,,
2715,70,70,4,The Sikhs watched them till they were out of sight.,,,Religion,,TRUE,1218,Peepul Tree near the Temple in Train to Pakistan,806,"Mano Majra Muslims, Unknown in Train to Pakistan"
2716,60,61,1,The thread of conversation began with the incident,,,,,,2416,Fazal Din's Naan Shop in Tamas,,
2717,62,62,1,"In the midst of this, a tonga came and stopped",,,,,,2416,Fazal Din's Naan Shop in Tamas,,
2718,63,63,1,"Just then, there was another disturbance in the street",,,,,,2416,Fazal Din's Naan Shop in Tamas,,
2721,131,131,2,The news had spread by word of mouth,,,,,TRUE,211,THE CITY in Tamas,,
2725,131,131,3,It was said that two camps were opening up,,,Nation,,TRUE,211,THE CITY in Tamas,167,"Deputy Commissioner, Richard in Tamas"
2726,131,131,4,A continuous stream of villagers visited the Congress-run relief,,Nation,Nation,,TRUE,2728,Congress Run Relief in Tamas,,
2729,131,132,5,"Out on his rounds, Richard’s jeep had stopped",,,Class,,TRUE,2732,"Health Officer, Mr Kapoor's house in Tamas",,
2733,132,132,1,In the village where the women and children,,Class,,,TRUE,2423,Sayedpur in Tamas,,
2735,147,147,1,"In the meantime, Lala Lakshmi Narayan was asking Hayat Baksh",,Religion,,,TRUE,2523,Christian College in Tamas,796,"Chairman's Son, Ranvir in Tamas"
2736,147,147,2,Two chaprasis from the college were sitting,,Class,,,TRUE,2523,Christian College in Tamas,,
2739,147,148,3,"Just then, a debate broke out between a young member",,Nation|Religion,,,TRUE,2523,Christian College in Tamas,,
2744,132,132,2,‘What do you think about cremating the dead?,,,Class,,TRUE,2746,Outside Health Officer Kapoor's house in Tamas,,
2749,148,149,1,"Lucas Sahib began to speak: 'I think, right now, we should all get together",,,Religion,,TRUE,2523,Christian College in Tamas,,
2750,132,133,3,"Ten minutes later, he was giving details on the government’s relief work",,,Nation,,TRUE,137,Relief Committee Office in Tamas,2757,"City Elected, Officials in Tamas"
2755,149,149,1,"At this, Master Ram Das stood up and said",,Religion,,,TRUE,2523,Christian College in Tamas,,
2758,64,65,1,"Suddenly, the fakir sat up and stared back at Nathu.",,,,,,617,Bara Bazaar in Tamas,,
2761,149,150,2,The matter hadn't yet been decided,,,Religion,,TRUE,2762,Peace Bus in Tamas,,
2763,133,133,1,The Relief Committee members were just getting up when,,,Nation,,TRUE,137,Relief Committee Office in Tamas,1260|2765|2766,"Congress Committee Member, Mahatma Gandhi in Tamas|League, Muslim in Tamas|Committee, Congress in Tamas"
2768,134,134,1,While Richard was making the rounds in the city,,,,,TRUE,211,THE CITY in Tamas,,
2769,134,134,2,Liza was going mad with boredom,,Interpersonal,,,FALSE,235,Richard & Liza's bungalow in Tamas,,
2771,134,134,3,And then she’d return to the dining room with a faint groan,,Interpersonal,,,FALSE,235,Richard & Liza's bungalow in Tamas,,
2772,134,134,4,Richard returned at around eight o’clock.,,Interpersonal,,,FALSE,235,Richard & Liza's bungalow in Tamas,,
2773,134,134,5,When he was transferred here he’d got this sofa from Commissioner Lawrence,,,,,,235,Richard & Liza's bungalow in Tamas,167|169,"Deputy Commissioner, Richard in Tamas|Richard's wife, Liza in Tamas"
2777,135,136,1,Liza woke up when they reached the bedroom,,Interpersonal,,,FALSE,235,Richard & Liza's bungalow in Tamas,2731|2734,"Health Officer's Wife, Mrs Kapoor in Tamas|Unknown Dead by drowning, Women in Tamas"
2778,108,108,1,Aunt Abida had become very quiet and spent a longer time,,,,,,2779,Mosque in Sunlight on a Broken Column,,
2780,108,111,2,There was silence while Uncle Hamid took his pouch,,,,,,2166,Hasan family house in Sunlight on a Broken Column,1962,"Hasan, Mohsin in Sunlight on a Broken Column"
2781,65,66,2,"Just then, he saw Murad Ali walking towards him",,,,,,617,Bara Bazaar in Tamas,,
2782,113,113,1,Once again the house at Hasanpur,,,,,,1991,House in Sunlight on a Broken Column,682,"Unknown, Prophet in Sunlight on a Broken Column"
2783,113,113,2,The elders were more curious about Zahra's dowry,,,,,,1991,House in Sunlight on a Broken Column,,
2784,66,68,2,"When the door opened, and Nathu’s wife saw him",,,,,,1663,Nathu's Room (Home) in Tamas,219,"Committee Manager, Servant to Vet Sahib, Murad Ali in Tamas"
2785,124,126,1,Shortly after we met she asked me,,,,,,2788,College in Sunlight on a Broken Column,1735,"Unknown, Begum Waheed in Sunlight on a Broken Column"
2786,68,68,2,Just then dogs began to bark loudly across the field,,,,,,1663,Nathu's Room (Home) in Tamas,,
2787,68,69,2,"Far outside the city, this same uproar,",,,,,,235,Richard & Liza's bungalow in Tamas,,
2809,70,71,1,‘This house is always in a state of chaos,,,,,,2442,Lala ji's house in Tamas,796,"Chairman's Son, Ranvir in Tamas"
2810,71,71,2,When Lala ji peered down over the wall,,,,,,2442,Lala ji's house in Tamas,,
2811,72,73,2,"‘Good God, there’s no telling with him!’",,Interpersonal,,,,2442,Lala ji's house in Tamas,796|2411,"Chairman's Son, Ranvir in Tamas|Nawaz, Shah in Tamas"
2812,73,73,2,Just then they heard the echo of slogans from a distance.,,Religion,,,,2415,Shiva Temple in Tamas,,
2813,73,74,3,"‘Listen, Ranvir’s mother, call Nanaku up here.’",,,,,,2442,Lala ji's house in Tamas,796|2407|739|2411,"Chairman's Son, Ranvir in Tamas|Narayan, Vidya in Tamas|Vrat, Master Dev, head of the akhara in Tamas|Nawaz, Shah in Tamas"
2814,74,74,1,But then they heard the sound of someone running in the back gali.,,Religion,,,,2442,Lala ji's house in Tamas,796,"Chairman's Son, Ranvir in Tamas"
2815,1,1,1,If only she could take the worm out of her womb and fling it away!,,,,,FALSE,334,Rashida's home in Pinjar,248,"Sahukars, Pooro in Pinjar"
2816,1,1,2,Memories of the days past came crowding into her mind.,,,,,FALSE,334,Rashida's home in Pinjar,248,"Sahukars, Pooro in Pinjar"
2817,1,1,3,"The first thing Pooro’s parents did on their return to Chitto was to find a young man – the son of a well-to-do family in the neighbouring village, Rattoval – for the hand of their daughter.",,,,,FALSE,334,Rashida's home in Pinjar,248|282|584|2434|2440,"Sahukars, Pooro in Pinjar|Chand, Ram in Pinjar|Chand, Ram's Mother in Pinjar|Sahukar, Pooro's Mother in Pinjar|Sahukar, Pooro's Father in Pinjar"
2818,1,1,4,"The first thing Pooro’s parents did on their return to Chitto was to find a young man – the son of a well-to-do family in the neighbouring village, Rattoval – for the hand of their daughter.",,,,,FALSE,334,Rashida's home in Pinjar,248|282|584|2434|2440,"Sahukars, Pooro in Pinjar|Chand, Ram in Pinjar|Chand, Ram's Mother in Pinjar|Sahukar, Pooro's Mother in Pinjar|Sahukar, Pooro's Father in Pinjar"
2819,2,3,1,The women of the village brought cowdung and made an idol in her courtyard.,,,Religion,,FALSE,338,"Pooro's home, Chatto village in Pinjar",2434|293,"Sahukar, Pooro's Mother in Pinjar|Village Women, Unkown in Pinjar"
2820,3,3,1,Pooro was now fifteen. She felt a strange upsurge of blood in her limbs.,,,,,FALSE,2821,Neighbouring Market in Pinjar,282,"Chand, Ram in Pinjar"
2822,3,3,2,There was another reason to be cautious – the Muslims had become very aggressive.,,Religion,,,FALSE,2821,Neighbouring Market in Pinjar,,
2823,3,3,3,She would keep her friends engaged in gossip while her eyes watched the footpath which led to Ram Chand’s village.,,,Interpersonal,,FALSE,2824,Field in Pinjar,,
2825,5,6,1,"A man suddenly emerged from behind a peepul tree and stood in the middle of the path, barring her way. It was the Muslim lad, Rashida.",,Interpersonal,,,FALSE,2824,Field in Pinjar,,
2826,6,6,1,Rashida was standing by the trunk of a tree staring at her. Pooro felt the blood drain from her legs.,,Interpersonal,,,FALSE,2824,Field in Pinjar,,
2827,7,8,1,Pooro ran up to her mother and clasped her by the knees. Mother and daughter burst into tears.,,,Interpersonal,,FALSE,2829,Pooro's courtyard in her home in Pinjar,282,"Chand, Ram in Pinjar"
2830,7,8,2,She reeled under the blow; she felt a human arm entwine about her waist and lift her into the air.,,Interpersonal,,,FALSE,2824,Field in Pinjar,,
2831,8,9,1,"She had lost consciousness, and when she came to her senses she found herself on a charpoy in a room with the door shut.",,Interpersonal,,,FALSE,334,Rashida's home in Pinjar,,
2832,8,9,2,She reeled under the blow; she felt a human arm entwine about her waist and lift her into the air.,,Interpersonal,,,FALSE,2824,Field in Pinjar,,
2836,8,9,3,"She sat up on the charpoy. “Where am I?” “You are with me,” was his simple reply.",,,,,FALSE,334,Rashida's home in Pinjar,248|297,"Sahukars, Pooro in Pinjar|Shaikh, Rashida in Pinjar"
2837,8,9,4,“My sins be forgiven me! Speak to me just once!” said a voice beside her. Pooro raised her fevered head. It was Rashida.,,,,,FALSE,334,Rashida's home in Pinjar,,
2844,290,291,1,Nandi had remained unquestioningly loyal throughout the period,,Gender,,,FALSE,1991,House in Sunlight on a Broken Column,1796|1906,"Nandi's father, Unknown in Sunlight on a Broken Column|Nandi's husband, Unknown in Sunlight on a Broken Column"
2856,291,292,1,Agarwal's business prospered with the war.,,,,,FALSE,2147,Hasanpur in Sunlight on a Broken Column,325|2857|1796|1906|2860|2861,"Agarwal, Sita in Sunlight on a Broken Column|Architect, Unknown in Sunlight on a Broken Column|Nandi's father, Unknown in Sunlight on a Broken Column|Nandi's husband, Unknown in Sunlight on a Broken Column|Americans, Unknown in Sunlight on a Broken Column|Beggar-girls and boys, Unknown in Sunlight on a Broken Column"
2862,292,293,1,"""Oh no,"" protested Nandi, greatly shocked.",,,,,FALSE,2147,Hasanpur in Sunlight on a Broken Column,2863|2865,"Father of Nandi's child, Unknown in Sunlight on a Broken Column|Nandi's son, Unknown in Sunlight on a Broken Column"
2882,53,53,1,Once more the husband and wife fell silent,,,,,FALSE,355,Sakkar village in Pinjar,,
2883,53,54,2,It was said that men were being slaughtered,,Religion|Nation,,,TRUE,355,Sakkar village in Pinjar,,
2884,54,54,1,"With her own eyes, Hamida saw men",,Religion|Nation,,,TRUE,355,Sakkar village in Pinjar,,
2886,54,54,2,The streets ran with blood and were,,Religion|Nation,,,TRUE,2887,India in Pinjar,,
2888,54,54,3,"In some cities, barricades were put up to divide",,Religion,,,TRUE,2887,India in Pinjar,,
2889,54,54,4,"Some had been forced into marriage, some murdered",,Religion|Gender,,,TRUE,2887,India in Pinjar,,
2890,54,54,5,In Hamida’s village they beat drums of joy,,,,,TRUE,355,Sakkar village in Pinjar,248,"Sahukars, Pooro in Pinjar"
2892,54,55,6,"Every day, with   the Muslims foregathered",,Religion,,,TRUE,355,Sakkar village in Pinjar,,
2893,55,55,1,The Hindus in the villages next to theirs began to flee,,Religion,,,TRUE,2894,Neighbouring Village to Sakkar in Pinjar,,
2895,55,55,3,The Hindus moved into one home for safety,,Religion,,,TRUE,338,"Pooro's home, Chatto village in Pinjar",,
2896,55,55,4,They broke into the homes of the Hindus,,Religion,,,TRUE,338,"Pooro's home, Chatto village in Pinjar",571,"Hindus of Chatto, Unkown in Pinjar"
2897,55,55,2,"They fled during the night, but some were",,Religion,,,TRUE,2894,Neighbouring Village to Sakkar in Pinjar,,
2898,55,55,5,One morning they decided to assault the house,,Religion,,,TRUE,338,"Pooro's home, Chatto village in Pinjar",,
2899,55,55,7,Just then an Indian armed military convoy drove,,,,,TRUE,338,"Pooro's home, Chatto village in Pinjar",,
2900,55,55,8,The soldiers ignored the protests of their relatives,,Religion,,,TRUE,338,"Pooro's home, Chatto village in Pinjar",571,"Hindus of Chatto, Unkown in Pinjar"
2901,56,56,1,One day Hamida saw a band of a dozen or,,Gender,,,,355,Sakkar village in Pinjar,,
2902,56,56,2,That evening Hamida discovered a young girl,,Nation,,,TRUE,355,Sakkar village in Pinjar,,
2903,56,56,3,"After sunset, bands of goondas stole in",,Gender,,,FALSE,355,Sakkar village in Pinjar,,
2904,56,56,4,She escaped from the clutches of her ravishers,,Gender,,,FALSE,355,Sakkar village in Pinjar,,
2905,56,56,5,Hamida hid the girl in one of the rooms,,,,,FALSE,355,Sakkar village in Pinjar,,
2906,56,56,6,Next morning strangers came to Chatto,,Gender,,,TRUE,338,"Pooro's home, Chatto village in Pinjar",574,"Young Refugee Girl, Unknown in Pinjar"
2907,56,57,7,The following evening a convoy of refugees,,Nation,,,TRUE,2912,Refugee Encampment outside Chatto in Pinjar,,
2908,57,57,1,She spotted Ram Chand in the midst of the crowd,,,Interpersonal|Religion,,TRUE,2912,Refugee Encampment outside Chatto in Pinjar,,
2909,57,57,2,Hamida told her husband that she meant,,,Religion,,FALSE,355,Sakkar village in Pinjar,,
2914,57,58,3,The two women slipped past the sentries,,,,,FALSE,2912,Refugee Encampment outside Chatto in Pinjar,2434|2440|258|261|580,"Sahukar, Pooro's Mother in Pinjar|Sahukar, Pooro's Father in Pinjar|Sahukars, Unknown 2 in Pinjar|Sahukars, Unknown 3 in Pinjar|Sahukars, Lajo in Pinjar"
2915,58,58,1,"""She was with us when we left our home",,,,,TRUE,2912,Refugee Encampment outside Chatto in Pinjar,580|584,"Sahukars, Lajo in Pinjar|Chand, Ram's Mother in Pinjar"
2916,59,59,1,Then Hamida introduced the girl she had brought,,,Interpersonal,,FALSE,2912,Refugee Encampment outside Chatto in Pinjar,,
2917,59,59,2,The sentries started to awaken the refugees,,,,,TRUE,2912,Refugee Encampment outside Chatto in Pinjar,,
2918,60,60,1,"As she turned back, a police constable",,,,,FALSE,2912,Refugee Encampment outside Chatto in Pinjar,,
2922,294,294,1,There was a fountain at one end of the garden,,,,,,1991,House in Sunlight on a Broken Column,325|321|1083,"Agarwal, Sita in Sunlight on a Broken Column|Hasan, Hamid in Sunlight on a Broken Column|Waliuddin, Sheikh in Sunlight on a Broken Column"
2923,294,295,2,Waliuddin had not been successful like his friend,,Religion,,,TRUE,1991,House in Sunlight on a Broken Column,1083,"Waliuddin, Sheikh in Sunlight on a Broken Column"
2924,295,296,2,Sita was a leader in the new social world,,,,,,1991,House in Sunlight on a Broken Column,325,"Agarwal, Sita in Sunlight on a Broken Column"
2925,296,297,2,It was the Sita she had not been able to destroy who had travelled a day and night,,Interpersonal,,,,1991,House in Sunlight on a Broken Column,325,"Agarwal, Sita in Sunlight on a Broken Column"
2926,297,298,2,The sound of a long shut door being pushed open,,,,,,1991,House in Sunlight on a Broken Column,318|910|913|487,"Hasan, Zahra in Sunlight on a Broken Column|Hasan, Kemal in Sunlight on a Broken Column|Hasan, Saleem in Sunlight on a Broken Column|Unknown, Asad in Sunlight on a Broken Column"
2931,91,92,2,On a wide sandy space by the river,,,,,,2320,Wide sandy space on the river in Sunlight on a Broken Column,2117,"Unknown, Nawabs in Sunlight on a Broken Column"
2936,181,181,1,My uncle and aunt stood by the,,,,,FALSE,1950,Lawn in Sunlight on a Broken Column,,
2938,181,182,3,When the scarlet livery of the,,,,,,1950,Lawn in Sunlight on a Broken Column,,
2947,187,189,2,Nothing could have been more welcome,,,,,,1950,Lawn in Sunlight on a Broken Column,,
2948,190,192,1,We met two long days after,,,,,,1922,Tennis Court in Sunlight on a Broken Column,487|2207,"Unknown, Asad in Sunlight on a Broken Column|Unknown, Zahid in Sunlight on a Broken Column"
2949,198,199,1,When I returned Kemal had assumed,,Class|Interpersonal,,,,1991,House in Sunlight on a Broken Column,,
