Event H-ID,Start page event,End page event,Page Event Number,Line,Narrative Status,Conflict,Harmony,Religious Syncretism,Partition,Characters(s) in Event H-ID,Characters(s) in Event RecordTitle,Location of Event (Text place) H-ID,Location of Event RecordTitle
3461,13,13,3,It was evening and the festival of Id was now only a day away.,,,Religion,FALSE,FALSE,3310,"Hai, Sughra in The Assignment",3426,Amritsar in The Assignment
3480,22,22,22,"Only when a shot rang out, the birds got startled and took flight",,Nation,Nation,,,,,3471,Titwal in The Dog of Titwal
3481,22,22,22,"At two o’clock, he woke up Ganda Singh to  take over. Then he lay down, but sleep was as far away from his  eyes as the stars in the sky. He began to hum a Punjabi folk song",,Nation,Nation,,,,,3471,Titwal in The Dog of Titwal
3482,23,23,23,"This mood was shattered by the barking of a dog. Jamadar  Harnam Singh said, ‘Where has this son of a bitch materialized  from?’ The dog barked again.",,,,,,3472|3307,"Jhun, Jhun in The Dog of Titwal|Singh, Jamadar Harnam in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3483,23,23,23,Banta Singh got up to investigate and came back  with an ordinary mongrel in tow,,,,,,3472|3385,"Jhun, Jhun in The Dog of Titwal|Singh, Banta in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3484,23,23,23,"The dog went to Harnam Singh, who produced a cracker from  his kitbag and threw it on the ground. The dog sniffed at it and  was about to eat it, when Harnam Singh snatched it away",,,,,,3472|3307,"Jhun, Jhun in The Dog of Titwal|Singh, Jamadar Harnam in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3487,24,24,1,"The dog, who was about to munch his cracker, stopped dead  in his tracks, put his tail between his legs and looked scared.  Harnam Singh laughed",,,,,,3472|3307,"Jhun, Jhun in The Dog of Titwal|Singh, Jamadar Harnam in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3490,24,24,2,Jamadar Harnam Singh surveyed the area with his binoculars,,,,,,3307,"Singh, Jamadar Harnam in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3491,24,24,3,"Subedar Himmat Khan scream,  ‘Where did you spend the night?’ But this was not addressed to Bashir. It was a dog he was  shouting at.",,,,,,3473|3475|3472,"Khan, Subedar Himmat in The Dog of Titwal|Soldier, Bashir in The Dog of Titwal|Jhun, Jhun in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3493,24,24,4,Subedar Himmat Khan threw a pebble at him,,,,,,3473|3472,"Khan, Subedar Himmat in The Dog of Titwal|Jhun, Jhun in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3494,24,25,5,One of the soldiers grabbed the dog and undid his makeshift rope collar.,,,,,,3473|3472,"Khan, Subedar Himmat in The Dog of Titwal|Jhun, Jhun in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3496,25,25,1,"Dutifully, Bashir read the whole thing again. ‘Jhun Jhun. This  is an Indian dog.’",,,,,,3472|3475,"Jhun, Jhun in The Dog of Titwal|Soldier, Bashir in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3497,25,25,2,"Subedar Himmat Khan picked up the wireless set and spoke to  his platoon commander, providing him with a detailed account of  the dog’s sudden appearance in their position, his equally sudden  disappearance the night before and his return that morning.  ‘What are you talking about?’ the platoon commander asked.",,,,,,3472|3473|3498,"Jhun, Jhun in The Dog of Titwal|Khan, Subedar Himmat in The Dog of Titwal|Commander, Platoon in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3499,25,25,2,"Subedar Himmat Khan studied the map again. Then he tore  up a packet of cigarettes, cut a small piece from it and gave it  to Bashir. ‘Now write on it in Gurmukhi, the language of those  Sikhs.. .’ ‘What should I write?’ ‘Well . . .’ Bashir had an inspiration. ‘Shun Shun, yes, that’s right. We  counter Jhun Jhun with Shun Shun.’",,,,,,3473|3475,"Khan, Subedar Himmat in The Dog of Titwal|Soldier, Bashir in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3501,25,25,3,He gave him something to eat,,,,,,3473|3472,"Khan, Subedar Himmat in The Dog of Titwal|Jhun, Jhun in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3502,25,26,4,Subedar Himmat Khan turned him round to face the Indian position,,,,,,3473|3472,"Khan, Subedar Himmat in The Dog of Titwal|Jhun, Jhun in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3505,26,26,1,The dog wagged his tail and moved down the winding hilly  track that led into the valley dividing the two hills. Subedar  Himmat Khan picked up his rifle and fired in the air,,,,,,3473|3472,"Khan, Subedar Himmat in The Dog of Titwal|Jhun, Jhun in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3506,26,26,2,The two sides exchanged fire for half an hour,,,,,,3478|3479,"Soldier, Pakistan in The Dog of Titwal|Soldier, India in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3509,26,26,3,"Suddenly the soldier on lookout duty shouted, ‘There he  comes.’",,,,,,3479,"Soldier, India in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3511,26,26,4,"He picked up his rifle, aimed and fired. The bullet hit some  rocks close to where the dog was,",,,,,,3307,"Singh, Jamadar Harnam in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3514,16,1,16,"As he bent over the furnace stuffed with hard coal,",,,,,,3221,"Blacksmith, Dina in Savage Harvest",3520,"Village, Pakistan in Savage Harvest"
3515,26,26,5,"It soon became a game between the two soldiers, with the dog  running round in circles in a state of great terror. Both Himmat  Khan and Harnam Singh were laughing boisterously.",,,,,,3307|3473,"Singh, Jamadar Harnam in The Dog of Titwal|Khan, Subedar Himmat in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3516,27,27,1,"The dog turned. One of his legs was now quite useless. He  began to drag himself towards Harnam Singh, who picked up  his rifle, aimed carefully and shot him dead.",,,,,,3307|3472,"Singh, Jamadar Harnam in The Dog of Titwal|Jhun, Jhun in The Dog of Titwal",3471,Titwal in The Dog of Titwal
3522,17,17,17,"Instead of the wheat, those who had planted it had been chopped up.",,Religion,,FALSE,TRUE,3492,"Blacksmith, Bashir's mother in Savage Harvest",3520,"Village, Pakistan in Savage Harvest"
3526,19,20,19,A soft knock on the front door shook Dina. He stood up in fright.,,,,,,3500|3221|3492,"Brahmin Family, Brahmin's wife in Savage Harvest|Blacksmith, Dina in Savage Harvest|Blacksmith, Bashir's mother in Savage Harvest",3520,"Village, Pakistan in Savage Harvest"
3527,16,17,2,Suddenly he dropped his tools and went,,,,,,3221,"Blacksmith, Dina in Savage Harvest",3517,"Village, Pakistan in Savage Harvest"
3529,18,19,1,Oh! Bashir’s mother!’ he shouted towards the house. ‘Give me,,Interpersonal,,,TRUE,3221|3492,"Blacksmith, Dina in Savage Harvest|Blacksmith, Bashir's mother in Savage Harvest",3517,"Village, Pakistan in Savage Harvest"
3533,21,22,3,"At long last, Dina’s wife took courage",,Interpersonal,,,TRUE,3492|3221,"Blacksmith, Bashir's mother in Savage Harvest|Blacksmith, Dina in Savage Harvest",3520,"Village, Pakistan in Savage Harvest"
3534,20,21,1,"At long last, Dina’s wife took courage and said",,,Religion,,TRUE,3221|3492|3500,"Blacksmith, Dina in Savage Harvest|Blacksmith, Bashir's mother in Savage Harvest|Brahmin Family, Brahmin's wife in Savage Harvest",3517,"Village, Pakistan in Savage Harvest"
3535,21,21,21,"‘I’m telling you, he’s gone out of the village.",,,,,,3492|3500,"Blacksmith, Bashir's mother in Savage Harvest|Brahmin Family, Brahmin's wife in Savage Harvest",3517,"Village, Pakistan in Savage Harvest"
3537,22,22,2,"‘Come tomorrow,’ Dina shouted into the old woman’s ear.",,,,,,3221|3500,"Blacksmith, Dina in Savage Harvest|Brahmin Family, Brahmin's wife in Savage Harvest",3517,"Village, Pakistan in Savage Harvest"
3539,22,23,3,It was a rotten thing that Bashir had done.,,Religion,,,TRUE,3510|3489|3486|3221,"Betrothal party, Preeto in Savage Harvest|Betrothal party, Ram Shah in Savage Harvest|Blacksmith, Bashir in Savage Harvest|Blacksmith, Dina in Savage Harvest",3520,"Village, Pakistan in Savage Harvest"
3540,23,23,2,"He was seized by a shiver, a cold and uncontrollable shiver that seemed a precursor to certain death. The shivering, he felt, could be stopped only if he picked up the red-hot iron from the fire and clasped it against his heart. But why was his head on fire? The entire blazing furnace seemed to have entered his head. He pressed his head with both hands and the fire came on to his palms. He was going mad. He would end up doing something terrible. He must run away, far away from all this. He opened the window and jumped out.",,Religion,,,TRUE,3221|3510,"Blacksmith, Dina in Savage Harvest|Betrothal party, Preeto in Savage Harvest",3517,"Village, Pakistan in Savage Harvest"
3544,23,23,3,For a long time he wandered aimlessly in the fields,,Religion,,,TRUE,3221,"Blacksmith, Dina in Savage Harvest",3520,"Village, Pakistan in Savage Harvest"
3545,24,24,1,"He was seized by a shiver, a cold and uncontrollable shiver that seemed a precursor to certain death. The shivering, he felt, could be stopped only if he picked up the red-hot iron from the fire and clasped it against his heart. But why was his head on fire? The entire blazing furnace seemed to have entered his head. He pressed his head with both hands and the fire came on to his palms. He was going mad. He would end up doing something terrible. He must run away, far away from all this. He opened the window and jumped out.",,,,,TRUE,3221|3518,"Blacksmith, Dina in Savage Harvest|Muslim Mob, Great Warriors in Savage Harvest",3517,"Village, Pakistan in Savage Harvest"
3546,24,24,2,He stumbled against some heavy object,,,,,TRUE,3221,"Blacksmith, Dina in Savage Harvest",3517,"Village, Pakistan in Savage Harvest"
3547,24,24,3,That night he was gripped by a high fever,,,,,TRUE,3221,"Blacksmith, Dina in Savage Harvest",3520,"Village, Pakistan in Savage Harvest"
3561,43,44,1,There was a great revolutionary fevour in Amritsar,,Nation,Interpersonal,FALSE,TRUE,,,3564,Amritsar in The Price of Freedom
3563,48,50,1,"Therefore, when Ghulam Ali told me one day that he planned",,,Interpersonal,FALSE,TRUE,3425|3431|3427|3432|3438,"Ali, Shahzada Ghulam in The Price of Freedom|Wife of Shahzada Ghulam Ali, Nigar in The Price of Freedom|Manto, Sadaat in The Price of Freedom|Mentor of Shahzada Ghulam Ali, Babaji in The Price of Freedom|Kashmiri Pandit Girl, Kamal in The Price of Freedom",3564,Amritsar in The Price of Freedom
3565,44,44,1,The gold cufflinks that had gone with it,,Nation,Interpersonal,FALSE,TRUE,3424,"Friend of Sadaat, Sheikhoo in The Price of Freedom",3564,Amritsar in The Price of Freedom
3566,52,52,1,Ghulam Ali was listening to Babaji’s rambling speech as if in a trance,,Nation,,FALSE,TRUE,3425|3431|3432,"Ali, Shahzada Ghulam in The Price of Freedom|Wife of Shahzada Ghulam Ali, Nigar in The Price of Freedom|Mentor of Shahzada Ghulam Ali, Babaji in The Price of Freedom",3462,Jallianwala Bagh in The Price of Freedom
3568,44,45,1,Once we had run away from home,,Interpersonal,,FALSE,TRUE,3425|3427,"Ali, Shahzada Ghulam in The Price of Freedom|Manto, Sadaat in The Price of Freedom",3463,Bombay in The Price of Freedom
3571,53,54,1,One afternoon—I had both time and some money—I decided to go looking for a pair of shoes,,,,FALSE,TRUE,3427|3457,"Manto, Sadaat in The Price of Freedom|Shop Assistant, unkown in The Price of Freedom",3463,Bombay in The Price of Freedom
3572,54,57,1,I saw a man carrying a small child,,Nation,Interpersonal,FALSE,TRUE,3425|3427,"Ali, Shahzada Ghulam in The Price of Freedom|Manto, Sadaat in The Price of Freedom",3463,Bombay in The Price of Freedom
3580,6,6,2,"Meanwhile, the exchange arrangements were rapidly",,,,,TRUE,3592|3581,"Government of Pakistan, Government of Pakistan in Toba Tek Singh|Government of India, Government of India in Toba Tek Singh",3599,India in Toba Tek Singh
3604,6,6,2,"Meanwhile, the exchange arrangements were rapidly",,,,,TRUE,3592|3581,"Government of Pakistan, Government of Pakistan in Toba Tek Singh|Government of India, Government of India in Toba Tek Singh",3606,Pakistan in Toba Tek Singh
3609,6,7,3,"On a cold winter evening, buses full of",,Interpersonal,,,TRUE,3579,"Lunatics in Pakistan, Unknown in Toba Tek Singh",3616,Wagha in Toba Tek Singh
3629,7,7,1,When Bishen Singh was brought out and asked,,Interpersonal,,,,3356|3651,"Singh, Bishen in Toba Tek Singh|Guards at the Pakistan border, Pakistani guards in Toba Tek Singh",3616,Wagha in Toba Tek Singh
3634,59,59,1,A hijacked Fokker Friendship belonging to Indian Airlines,,Nation,,,TRUE,3594|3597|3603|3596,"Angry demonstrators, Students mob in Gul Mohammad Third-Timer|Politicians, Political activists in Gul Mohammad Third-Timer|Narrator, Unknown in Gul Mohammad Third-Timer|Police, Unknown in Gul Mohammad Third-Timer",3615,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer
3635,59,59,3,"Saidpuri Gate,",,,,,FALSE,3591|3603,"Mohammad, Gul Mohammad in Gul Mohammad Third-Timer|Narrator, Unknown in Gul Mohammad Third-Timer",3615,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer
3636,59,59,2,I was surprised to see a group of Pakistani citizens,,Nation,,,TRUE,3601|3594,"Travellers, Pakistani citizens in Gul Mohammad Third-Timer|Angry demonstrators, Students mob in Gul Mohammad Third-Timer",3615,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer
3638,60,60,1,I recalled that summer afternoon when Master Suchet Singh,,,,,,3640|3603|3600|3591,"Class, Unknown in Gul Mohammad Third-Timer|Narrator, Unknown in Gul Mohammad Third-Timer|Singh, Master Suchet Singh, in Gul Mohammad Third-Timer|Mohammad, Gul Mohammad in Gul Mohammad Third-Timer",3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer"
3639,61,61,1,"Saidpuri Gate,",,Interpersonal,,,,3600|3603|3640,"Singh, Master Suchet Singh, in Gul Mohammad Third-Timer|Narrator, Unknown in Gul Mohammad Third-Timer|Class, Unknown in Gul Mohammad Third-Timer",3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer"
3642,60,61,2,An incident had taken place the day before,,Interpersonal,,,FALSE,3600|3591,"Singh, Master Suchet Singh, in Gul Mohammad Third-Timer|Mohammad, Gul Mohammad in Gul Mohammad Third-Timer",3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer"
3644,61,61,3,Then he called upon me in my capacity as class monitor.,,Interpersonal,,,,3591|3640|3603|3600,"Mohammad, Gul Mohammad in Gul Mohammad Third-Timer|Class, Unknown in Gul Mohammad Third-Timer|Narrator, Unknown in Gul Mohammad Third-Timer|Singh, Master Suchet Singh, in Gul Mohammad Third-Timer",3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer"
3645,62,62,2,"‘You call that a slap? Or were you trying to give the wretch a caress? Come here and let me show you what a slap is.’ Swinging his left arm, the master hit me hard on the face. Before then, I had clearly never known what a slap is. It felt as if there had been an earthquake, and the earth and sky had exchanged places with each other. The floor, the ceiling, the blackboard, the rows of desks and the students’ faces all merged into one another. Stars danced wildly in front of my eyes and it felt like thousands of scorpions were stinging my ear. ‘That is what a slap is,’ said Master Suchet Singh. ‘Now go and give him a nice hard one like that.",,Interpersonal,,,,,,3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer"
3646,62,62,1,His voice was harsh and his face,,Interpersonal,,,FALSE,3600|3603|3591,"Singh, Master Suchet Singh, in Gul Mohammad Third-Timer|Narrator, Unknown in Gul Mohammad Third-Timer|Mohammad, Gul Mohammad in Gul Mohammad Third-Timer",3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer"
3647,7,7,2,"Just before sunrise, Bishen Singh, the man who",,,,,,3356,"Singh, Bishen in Toba Tek Singh",3616,Wagha in Toba Tek Singh
3648,62,62,3,‘You call that a slap?,,Interpersonal,,,,3591|3602,"Mohammad, Gul Mohammad in Gul Mohammad Third-Timer|Headmaster, Unknown in Gul Mohammad Third-Timer",3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer"
3649,62,62,4,"‘Ignoring me again?’ he barked, seeing that his command had not been obeyed. I stood my ground obstinately.",,Interpersonal,,,,3600|3603|3640|3591,"Singh, Master Suchet Singh, in Gul Mohammad Third-Timer|Narrator, Unknown in Gul Mohammad Third-Timer|Class, Unknown in Gul Mohammad Third-Timer|Mohammad, Gul Mohammad in Gul Mohammad Third-Timer",3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer"
3654,63,63,2,"As soon as I reached home, I climbed the stairs and went straight to the balcony.",,,,,,3591,"Mohammad, Gul Mohammad in Gul Mohammad Third-Timer",3657,Rawalpindi in Gul Mohammad Third-Timer
3655,62,63,6,When I took a quick look behind me,,,,,,3603|3591,"Narrator, Unknown in Gul Mohammad Third-Timer|Mohammad, Gul Mohammad in Gul Mohammad Third-Timer",3657,Rawalpindi in Gul Mohammad Third-Timer
3656,62,62,5,I spent that entire day in school hatching schemes to exact revenge,,,,,,3603,"Narrator, Unknown in Gul Mohammad Third-Timer",3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer"
3659,63,63,3,"I said nothing to her, and at dusk began to hide away stones, bricks and old bottles",,,,,,3603,"Narrator, Unknown in Gul Mohammad Third-Timer",3631,Narrator's house in Gul Mohammad Third-Timer
3660,64,64,1,A mob of Muslims from Tarlahi with spears and flaming torches,,Religion,,,,3598|3603,"Tarlahi, Mob of Muslims in Gul Mohammad Third-Timer|Narrator, Unknown in Gul Mohammad Third-Timer",3631,Narrator's house in Gul Mohammad Third-Timer
3661,64,64,2,"The sunshine from the balcony warmed my bed, and someone",,,Interpersonal|Religion,,,3603|3608|3605,"Narrator, Unknown in Gul Mohammad Third-Timer|Narrator's mother, Unknown in Gul Mohammad Third-Timer|Mohammad, Gul Mohammad's Father in Gul Mohammad Third-Timer",3631,Narrator's house in Gul Mohammad Third-Timer
3667,64,65,3,And today when Gul Mohammad Third-Timer was surrounded,,Nation,,,TRUE,3666|3603|3594,"unknown, fat man in Gul Mohammad Third-Timer|Narrator, Unknown in Gul Mohammad Third-Timer|Angry demonstrators, Students mob in Gul Mohammad Third-Timer",3615,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer
3677,1,1,1,"One Muslim lunatic, a regular reader of",,,,FALSE,FALSE,3678,"Muslim Lunatic 1, Unknown in Toba Tek Singh",3679,Lahore Lunatic Asylum in Toba Tek Singh
3680,1,1,2,"A Sikh lunatic asked another Sikh, ‘Sardarji, why",,Religion,,FALSE,FALSE,3681|3682,"Sikh Lunatic 1, Unknown in Toba Tek Singh|Sikh Lunatic 2, Unknown in Toba Tek Singh",3679,Lahore Lunatic Asylum in Toba Tek Singh
3683,2,2,1,"One day a Muslim lunatic, while taking",,,,FALSE,TRUE,3684,"Muslim Lunatic 2, Unkown in Toba Tek Singh",3679,Lahore Lunatic Asylum in Toba Tek Singh
3686,2,2,2,One inmate had got so badly caught up,,,Religion,,TRUE,3687,"Inmate 1, Unknown in Toba Tek Singh",3679,Lahore Lunatic Asylum in Toba Tek Singh
3689,2,2,3,"A Muslim radio engineer, who had an MSc",,,,,,3549,"Radio Engineer, Unknown in Toba Tek Singh",3679,Lahore Lunatic Asylum in Toba Tek Singh
3690,3,3,1,"A Muslim lunatic from Chaniot, who used to",,,,,,3692,"Muslim Lunatic 3 (from Chaniot), Unknown in Toba Tek Singh",3679,Lahore Lunatic Asylum in Toba Tek Singh
3696,3,3,2,This had led a Sikh inmate to declare,,Religion,,FALSE,FALSE,3697,"Sikh Lunatic 3, Unknown in Toba Tek Singh",3679,Lahore Lunatic Asylum in Toba Tek Singh
3699,3,3,3,When told that Amritsar was to become a,,,Religion,FALSE,TRUE,3551,"Hindu Lawyer, Unknown in Toba Tek Singh",3679,Lahore Lunatic Asylum in Toba Tek Singh
3703,3,3,4,There were two Anglo-Indian lunatics in the European,,,,FALSE,TRUE,3552,"Anglo Indian Lunatics, Unknown in Toba Tek Singh",3679,Lahore Lunatic Asylum in Toba Tek Singh
3717,30,30,1,The fighting in what was called the Titwal,,Nation,,,TRUE,,,3826,Titwal Sector in The Last Salute
3728,58,58,1,Many houses had been set on fire there and several lives had been lost.,,Religion,,,TRUE,,,3729,Kirpal's Mohalla in Mozail
3754,73,74,1,"One liaison officer told me that in  Saharanpur, two abducted Muslim girls had refused to return to their parents who were in Pakistan.",,,,,,3528,"Liaison, Officer in The Dutiful Daughter",3747,Saharanpur in The Dutiful Daughter
3756,74,74,1,"One liaison officer asked me, ‘Why do you look lost?’ I didn’t answer his question. Then he told me a story.",,,,,,3524|3528,"Manto, Saadat Hasan in The Dutiful Daughter|Liaison, Officer in The Dutiful Daughter",3538,British India in The Dutiful Daughter
3757,74,74,1,"After my exchange with the shopkeeper, I crossed the street,  determined to persuade the old woman to come with me to  Pakistan.",,,,,,3528|3530,"Liaison, Officer in The Dutiful Daughter|Woman, Old in The Dutiful Daughter",3538,British India in The Dutiful Daughter
3758,76,76,2,"As they went past the old woman, the man suddenly stopped.  He even fell back a step or two. Nervously, he caught hold of the  woman’s hand. I couldn’t see her full face, but one glimpse was  enough to know that she was beautiful beyond words. ‘“Your mother,” he said to her.",,,,,,3530|3531,"Woman, Old in The Dutiful Daughter|Bhagbari, Husband in The Dutiful Daughter",3538,British India in The Dutiful Daughter
3761,58,58,2,News was pouring in from the Punjab about atrocities being committed on Muslims by Sikhs.,,Religion,,,TRUE,,,3730,Punjab in Mozail
3762,77,77,2,"As they went past the old woman, the man suddenly stopped.  He even fell back a step or two. Nervously, he caught hold of the  woman’s hand. I couldn’t see her full face, but one glimpse was  enough to know that she was beautiful beyond words. ‘“Your mother,” he said to her.",,,,,,3530,"Woman, Old in The Dutiful Daughter",3538,British India in The Dutiful Daughter
3763,77,77,1,"The girt looked up, but only for a second. Then, covering her  face with her chaddar, she grabbed her companion’s arm and  said, “Let’s get away from here",,,,,,3531,"Bhagbari, Husband in The Dutiful Daughter",3538,British India in The Dutiful Daughter
3766,59,59,1,"There was a brother, who lived in Deolali, where he took care of the contract he had recently won.",,,,,FALSE,,,3731,Deolali in Mozail
3772,59,59,2,"In fact, a week ago, he had been told of the rapidity and intensity with which the riots were spreading.",,,,,TRUE,3669|3575,"SIngh, Naranjan Singh in Mozail|Main, Tarlochan in Mozail",3774,Bombay in Mozail
3776,60,60,1,"After primary school, he had gone to the city to attend high school and never went back.",,,,,,3575,"Main, Tarlochan in Mozail",3735,Kirpal and Tarlochan's village in Mozail
3777,61,61,1,"Before he could recover, he was on the floor and Mozail was over him, pinning him down.",,,,,FALSE,3575|3670,"Main, Tarlochan in Mozail|Mozail, Mozail in Mozail",3742,Second-floor flat at Advani Chambers in Mozail
3778,72,72,1,looked at Tarlochan and pushed aside the turban,,,,,,3670|3575,"Mozail, Mozail in Mozail|Main, Tarlochan in Mozail",3760,Kirpal's Building in Mozail
3779,61,61,2,"She would make him take her out to dinner, the cinema or Juhu beach,",,,,,FALSE,3575|3670,"Main, Tarlochan in Mozail|Mozail, Mozail in Mozail",3774,Bombay in Mozail
3780,70,70,1,she rushed across the street,,,,,,3670|3575,"Mozail, Mozail in Mozail|Main, Tarlochan in Mozail",3729,Kirpal's Mohalla in Mozail
3781,61,61,3,"In Lahore, Burma, Singapore, he would pick up girls and pay for the service.",,,,,FALSE,3575|3676,"Main, Tarlochan in Mozail|Girls he would Pick Up, Unknown in Mozail",3734,Lahore in Mozail
3782,70,70,2,And she began to climb the stairs.,,,,,,3670|3575,"Mozail, Mozail in Mozail|Main, Tarlochan in Mozail",3760,Kirpal's Building in Mozail
3783,62,62,1,"if she found someone she knew, she would wave to him and go sit next to him without asking Tarlochan if he minded.",,,,,FALSE,3670|3575,"Mozail, Mozail in Mozail|Main, Tarlochan in Mozail",3774,Bombay in Mozail
3784,62,62,2,Often she would humiliate him in front of some young ‘Kristan’ lout,,,,,FALSE,3575|3670|3685,"Main, Tarlochan in Mozail|Mozail, Mozail in Mozail|Mozail's Lovers and Friends, Unknown in Mozail",3774,Bombay in Mozail
3785,70,71,3,she divested her of her loose shirt.,,,,,,3670|3577|3575,"Mozail, Mozail in Mozail|Kaur, Kirpal in Mozail|Main, Tarlochan in Mozail",3787,Kirpal's flat in Mozail
3786,62,62,3,"he took her in his arms and asked, ‘Mozail, don’t you love me?’",,,,,FALSE,3670|3575,"Mozail, Mozail in Mozail|Main, Tarlochan in Mozail",3774,Bombay in Mozail
3788,71,71,1,Mozail threw the door open and rushed out.,,,,,,3670|3575|3705,"Mozail, Mozail in Mozail|Main, Tarlochan in Mozail|Rioters banging at the door, Unknown in Mozail",3760,Kirpal's Building in Mozail
3789,71,71,2,Tarlochan undid his turban,,,,,,3575|3670|3705,"Main, Tarlochan in Mozail|Mozail, Mozail in Mozail|Rioters banging at the door, Unknown in Mozail",3760,Kirpal's Building in Mozail
3790,63,63,1,She came and sat next to him and began to unpin his beard.,,,,,FALSE,3575|3670,"Main, Tarlochan in Mozail|Mozail, Mozail in Mozail",3774,Bombay in Mozail
3791,68,68,1,"'Let's go,' she said.",,,,,,3670|3575,"Mozail, Mozail in Mozail|Main, Tarlochan in Mozail",3729,Kirpal's Mohalla in Mozail
3792,63,63,2,"‘I want to marry you,’ he declared,",,,,,FALSE,3575|3670,"Main, Tarlochan in Mozail|Mozail, Mozail in Mozail",3774,Bombay in Mozail
3793,68,69,2,were challenged by a policeman.,,,,,,3670|3575|3700,"Mozail, Mozail in Mozail|Main, Tarlochan in Mozail|Policeman, Unknown in Mozail",3729,Kirpal's Mohalla in Mozail
3794,63,63,2,'When you get rid of your hair.’,,,,,FALSE,3575|3670,"Main, Tarlochan in Mozail|Mozail, Mozail in Mozail",3774,Bombay in Mozail
3795,64,64,1,"However, the next day he went out to a barber in the Fort area",,,,,FALSE,3575|3688,"Main, Tarlochan in Mozail|Barber, Unknown in Mozail",3797,Fort Area in Mozail
3796,69,69,1,A shop was being looted.,,,,,,3670|3575|3702,"Mozail, Mozail in Mozail|Main, Tarlochan in Mozail|Rioter who speaks to Mozail, Unknown in Mozail",3765,Store that was being looted in Mozail
3798,69,70,2,"After a few minutes, three men emerged",,,,,,3670|3575|3704,"Mozail, Mozail in Mozail|Main, Tarlochan in Mozail|Group of three rioters in Kirpal Kaur's Mohalla, Unknown in Mozail",3760,Kirpal's Building in Mozail
3799,64,64,2,She told Tarlochan to wait for her at a taxi stand in front of the store,,,,,FALSE,3670|3575|3694,"Mozail, Mozail in Mozail|Main, Tarlochan in Mozail|Old Lover, Unknown in Mozail",3771,Taxi stand in front of Mozail's workplace in Mozail
3801,64,64,3,And it was at this point that he had met Kirpal Kaur,,,,,FALSE,3575|3577,"Main, Tarlochan in Mozail|Kaur, Kirpal in Mozail",3774,Bombay in Mozail
3802,65,65,1,A number of communal incidents had already taken place in the locality.,,Religion,,,TRUE,,,3729,Kirpal's Mohalla in Mozail
3806,65,65,2,"Since Mozail had left him, he had decided to grow his hair.",,,,,FALSE,3575,"Main, Tarlochan in Mozail",3774,Bombay in Mozail
3808,65,65,3,There was a public tap in front of the building.,,,,,FALSE,3575,"Main, Tarlochan in Mozail",3800,Public tap in front of Tarlochan's building in Mozail
3811,65,68,4,But it was Mozail. She was wearing her,,,,,,3575|3670,"Main, Tarlochan in Mozail|Mozail, Mozail in Mozail",3800,Public tap in front of Tarlochan's building in Mozail
3816,4,4,1,The Government of Pakistan had been replaced by the government of Toba Tek Singh,,,,,,3592,"Government of Pakistan, Government of Pakistan in Toba Tek Singh",3606,Pakistan in Toba Tek Singh
3817,4,4,2,Those who had tried to solve the mystery,,,,,,3803,"Lunatics, Speculators of whether Toba Tek Singh was in India or Pakistan in Toba Tek Singh",3679,Lahore Lunatic Asylum in Toba Tek Singh
3818,4,4,3,His family had brought him in,,,,,,3805,"Singh, Family (Bishen Singh's) in Toba Tek Singh",3679,Lahore Lunatic Asylum in Toba Tek Singh
3819,4,4,4,communal troubes in the Punjab,,,,,,3805,"Singh, Family (Bishen Singh's) in Toba Tek Singh",3679,Lahore Lunatic Asylum in Toba Tek Singh
3822,5,5,1,Bishen Singh had asked him one day if Toba Tek Singh was in India or Pakistan,,,,,,3807|3356,"Lunatic, Called Himself God in Toba Tek Singh|Singh, Bishen in Toba Tek Singh",3679,Lahore Lunatic Asylum in Toba Tek Singh
